@RELATION 'dataset_discretizado'

@ATTRIBUTE cln3-1 numeric
@ATTRIBUTE cln3-2 numeric
@ATTRIBUTE clb2-2 numeric
@ATTRIBUTE clb2-1 numeric
@ATTRIBUTE alpha0 numeric
@ATTRIBUTE alpha7 numeric
@ATTRIBUTE alpha14 numeric
@ATTRIBUTE alpha21 numeric
@ATTRIBUTE alpha28 numeric
@ATTRIBUTE alpha35 numeric
@ATTRIBUTE alpha42 numeric
@ATTRIBUTE alpha49 numeric
@ATTRIBUTE alpha56 numeric
@ATTRIBUTE alpha63 numeric
@ATTRIBUTE alpha70 numeric
@ATTRIBUTE alpha77 numeric
@ATTRIBUTE alpha84 numeric
@ATTRIBUTE alpha91 numeric
@ATTRIBUTE alpha98 numeric
@ATTRIBUTE alpha105 numeric
@ATTRIBUTE alpha112 numeric
@ATTRIBUTE alpha119 numeric
@ATTRIBUTE cdc15_10 numeric
@ATTRIBUTE cdc15_30 numeric
@ATTRIBUTE cdc15_50 numeric
@ATTRIBUTE cdc15_70 numeric
@ATTRIBUTE cdc15_80 numeric
@ATTRIBUTE cdc15_90 numeric
@ATTRIBUTE cdc15_100 numeric
@ATTRIBUTE cdc15_110 numeric
@ATTRIBUTE cdc15_120 numeric
@ATTRIBUTE cdc15_130 numeric
@ATTRIBUTE cdc15_140 numeric
@ATTRIBUTE cdc15_150 numeric
@ATTRIBUTE cdc15_160 numeric
@ATTRIBUTE cdc15_170 numeric
@ATTRIBUTE cdc15_180 numeric
@ATTRIBUTE cdc15_190 numeric
@ATTRIBUTE cdc15_200 numeric
@ATTRIBUTE cdc15_210 numeric
@ATTRIBUTE cdc15_220 numeric
@ATTRIBUTE cdc15_230 numeric
@ATTRIBUTE cdc15_240 numeric
@ATTRIBUTE cdc15_250 numeric
@ATTRIBUTE cdc15_270 numeric
@ATTRIBUTE cdc15_290 numeric
@ATTRIBUTE cdc28_0 numeric
@ATTRIBUTE cdc28_10 numeric
@ATTRIBUTE cdc28_20 numeric
@ATTRIBUTE cdc28_30 numeric
@ATTRIBUTE cdc28_40 numeric
@ATTRIBUTE cdc28_50 numeric
@ATTRIBUTE cdc28_60 numeric
@ATTRIBUTE cdc28_70 numeric
@ATTRIBUTE cdc28_80 numeric
@ATTRIBUTE cdc28_90 numeric
@ATTRIBUTE cdc28_100 numeric
@ATTRIBUTE cdc28_110 numeric
@ATTRIBUTE cdc28_120 numeric
@ATTRIBUTE cdc28_130 numeric
@ATTRIBUTE cdc28_140 numeric
@ATTRIBUTE cdc28_150 numeric
@ATTRIBUTE cdc28_160 numeric
@ATTRIBUTE elu0 numeric
@ATTRIBUTE elu30 numeric
@ATTRIBUTE elu60 numeric
@ATTRIBUTE elu90 numeric
@ATTRIBUTE elu120 numeric
@ATTRIBUTE elu150 numeric
@ATTRIBUTE elu180 numeric
@ATTRIBUTE elu210 numeric
@ATTRIBUTE elu240 numeric
@ATTRIBUTE elu270 numeric
@ATTRIBUTE elu300 numeric
@ATTRIBUTE elu330 numeric
@ATTRIBUTE elu360 numeric
@ATTRIBUTE elu390 numeric
@ATTRIBUTE class hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
8,13,16,20,6,4,15,8,20,1,16,8,11,11,6,8,6,11,15,8,13,10,1,1,2,15,10,20,5,18,19,17,17,14,15,7,4,13,16,18,14,3,6,14,12,14,2,5,5,2,6,8,19,9,7,19,16,10,7,9,19,19,13,5,2,2,5,6,10,5,16,20,20,2,18,19,17,20/09/04
15,7,8,14,16,19,16,4,5,1,5,13,7,10,7,19,2,18,6,13,12,18,16,12,8,8,5,12,2,15,15,14,17,5,15,5,4,6,5,17,9,12,8,15,12,14,19,2,4,3,12,6,9,14,13,20,17,16,10,3,7,1,14,19,14,8,11,1,3,3,2,20,15,1,17,14,13,42/01
16,4,13,16,4,16,4,2,6,2,11,13,15,17,9,18,2,16,13,18,12,17,16,16,11,15,6,15,2,19,11,13,14,9,7,10,4,16,12,7,11,7,5,12,12,6,9,4,4,2,10,8,19,18,18,11,6,4,18,11,19,10,11,13,3,2,12,3,8,15,7,18,20,3,19,6,13,01/04
14,12,10,6,1,14,20,17,10,14,2,5,2,9,18,20,2,6,16,14,2,10,10,7,5,5,12,6,13,5,15,7,15,7,12,14,12,6,13,11,16,12,15,10,10,10,20,3,11,13,16,4,3,5,9,17,18,18,14,1,10,2,6,17,16,14,15,9,2,4,9,5,3,1,16,15,17,32/01
2,4,10,13,13,12,14,3,6,6,2,13,2,20,1,13,20,11,2,16,14,17,19,17,8,9,10,5,8,6,17,10,15,2,5,2,6,10,5,15,4,20,9,12,7,10,15,9,16,17,17,10,14,13,9,9,4,6,15,2,7,1,14,12,16,19,8,11,13,14,17,13,20,5,1,7,11,42/01
3,12,15,5,10,7,17,13,14,16,5,3,2,3,14,20,7,10,16,15,5,8,11,9,10,12,16,10,9,10,10,9,10,13,10,2,9,11,9,11,11,9,10,11,13,13,18,4,1,4,4,6,9,7,15,15,18,19,20,7,11,5,13,12,4,5,12,10,3,11,17,13,6,6,18,13,15,01/07/01
13,20,15,11,1,1,1,6,20,20,20,20,1,2,1,11,20,20,20,20,13,3,12,1,20,20,19,4,1,1,1,1,3,20,20,20,20,20,4,8,1,2,9,6,16,20,2,9,19,12,18,5,19,8,2,7,1,19,5,20,20,20,19,1,1,1,1,14,19,20,20,20,20,19,20,15,1,11/02/03/04
20,20,6,18,1,1,1,12,20,20,20,15,1,1,1,8,20,20,20,20,19,4,2,1,20,20,18,9,1,1,1,1,2,20,20,20,20,20,15,16,9,2,1,7,14,19,2,4,17,11,17,1,13,2,1,15,15,8,2,20,20,20,9,5,1,1,1,7,20,20,20,20,20,12,20,8,1,11/02/03/04
20,20,6,4,3,1,15,13,20,20,8,16,1,2,5,14,7,10,18,8,10,18,9,7,7,10,11,9,11,8,12,10,13,13,13,9,12,9,12,8,12,8,13,9,12,11,4,7,18,16,14,10,15,10,4,15,13,15,16,10,10,1,3,4,3,13,6,14,9,20,20,16,15,1,16,10,6,01/05
20,2,10,20,3,7,11,2,6,2,14,3,1,15,17,13,6,16,19,20,18,16,11,11,8,5,19,4,15,1,19,4,19,1,16,1,18,11,17,5,18,19,17,3,3,3,7,20,15,6,8,18,12,19,7,17,2,2,2,7,16,6,2,8,18,20,16,5,11,3,8,17,12,1,8,2,8,11/02/03/04
4,9,12,9,18,18,17,5,4,3,14,4,5,15,1,17,3,19,11,15,8,14,9,8,10,8,8,9,11,10,9,9,10,12,10,12,9,10,9,11,10,12,11,13,13,14,19,9,5,5,11,3,6,12,11,13,12,14,14,15,6,2,13,16,13,7,5,3,2,2,12,14,8,16,14,16,18,14/10
13,7,17,18,11,5,5,11,18,3,3,20,1,18,2,19,3,20,8,20,19,1,17,15,6,2,16,7,14,11,17,15,7,2,10,2,18,11,15,3,12,7,18,12,4,4,9,10,7,4,3,17,10,18,16,8,4,7,6,17,13,14,14,15,11,12,6,14,15,12,17,13,6,4,9,5,2,11/02/03/04
1,10,11,14,20,1,1,1,13,2,17,16,16,17,16,17,19,20,4,14,16,19,6,9,11,12,14,12,17,17,14,8,15,3,17,20,17,6,3,6,11,8,7,4,8,2,5,8,10,4,18,5,18,9,4,16,11,8,3,15,17,12,15,2,1,2,10,19,19,12,18,16,20,10,6,14,8,20/01
5,8,16,17,11,5,15,4,10,2,5,18,4,16,5,7,6,5,18,16,20,11,3,4,9,11,19,15,17,12,17,11,14,7,12,4,12,4,18,8,12,12,9,6,3,7,12,6,16,11,20,1,15,8,1,1,19,17,2,19,20,14,19,3,7,16,17,19,18,17,18,13,12,4,4,6,1,12/01/01
5,2,18,19,17,18,20,20,17,2,2,18,3,16,3,15,3,9,1,1,2,5,5,1,1,2,9,1,17,3,12,11,16,6,18,7,7,3,9,4,13,20,19,20,20,20,18,3,2,1,1,1,13,6,10,17,19,20,20,5,20,7,19,20,17,12,5,1,1,1,9,16,5,1,18,20,20,01/05
14,9,8,19,14,11,4,7,10,6,5,4,14,16,12,18,4,12,8,9,16,18,19,18,15,12,4,6,15,12,10,13,10,3,7,15,7,3,8,12,7,8,13,13,5,7,9,17,17,9,2,13,18,14,13,7,6,3,8,7,7,14,9,16,15,13,5,14,18,1,1,6,10,17,13,10,16,14/07/05
17,10,3,11,18,20,3,1,2,2,11,15,7,17,1,6,2,15,10,20,2,17,2,2,12,1,19,2,19,2,20,1,18,2,16,13,20,7,18,7,18,15,20,2,2,5,3,3,6,8,18,2,17,12,5,11,12,9,12,14,20,17,16,9,14,1,14,4,8,7,6,14,19,9,17,11,18,20/09/18
1,1,20,18,8,2,1,1,1,7,11,17,16,16,19,20,10,16,12,20,8,20,5,5,5,5,19,7,12,11,19,10,19,2,12,1,3,14,15,9,14,11,13,2,7,7,7,8,2,1,3,7,19,18,18,16,14,5,12,14,19,18,15,1,14,5,9,12,12,15,14,20,8,5,19,19,14,20/09/18
18,1,3,19,9,16,18,17,6,6,5,18,12,16,4,8,7,2,6,15,2,15,16,16,8,2,18,1,8,1,19,1,19,9,17,11,19,1,19,3,17,19,20,3,18,14,20,20,20,17,9,1,1,1,1,1,3,2,2,5,1,7,10,20,20,11,20,5,1,1,1,1,1,1,3,20,20,16/01
20,3,3,12,15,9,10,1,2,13,11,18,2,19,1,17,20,19,1,19,13,19,8,10,11,4,20,1,20,1,20,1,19,9,19,2,20,6,18,1,20,15,20,1,2,2,18,15,11,14,20,10,19,12,6,11,3,3,2,3,7,4,3,15,16,16,1,10,16,17,16,7,3,19,1,6,11,42/01
7,16,17,14,9,1,3,2,12,4,11,16,10,12,16,20,4,20,17,9,16,12,12,19,12,18,13,18,10,19,1,18,1,13,5,11,2,18,3,10,5,20,3,15,10,6,1,12,8,5,19,5,17,18,5,19,14,9,3,12,15,4,11,4,2,10,12,16,18,16,7,12,19,4,19,7,11,10/03/01
16,13,11,12,3,3,6,10,5,17,9,16,8,14,8,14,5,14,18,9,19,15,12,12,18,15,14,4,10,5,6,5,4,20,3,8,16,3,12,4,13,14,18,12,4,5,4,10,4,10,13,16,14,18,16,10,11,6,18,8,4,16,2,15,9,11,11,8,15,6,11,8,14,3,10,14,4,11/02/03/04
7,1,7,12,10,4,12,14,19,7,19,1,17,18,7,13,9,17,11,5,11,6,2,2,3,5,17,4,18,2,19,6,20,2,20,3,15,3,19,4,18,12,20,3,2,3,19,6,7,19,20,18,17,16,10,8,2,7,5,9,2,1,1,1,1,7,5,7,11,5,17,20,18,5,18,20,17,20/09/04
15,15,16,20,5,4,17,18,17,11,9,9,2,13,12,14,14,15,6,5,15,5,17,19,20,15,2,6,3,5,2,14,10,18,7,10,5,18,5,10,2,6,13,15,14,16,6,5,19,18,16,7,16,13,9,9,13,16,12,8,3,2,2,4,3,14,3,18,20,10,19,15,5,19,5,4,10,16/03/01
1,2,11,20,7,5,2,1,1,1,3,19,20,20,20,19,11,5,1,18,20,20,2,1,1,1,2,16,20,20,20,17,14,1,1,1,6,12,20,20,20,20,20,7,1,1,3,14,12,1,1,1,20,20,14,20,12,1,12,3,20,20,19,1,10,4,9,5,7,2,13,15,20,17,19,16,20,01/04
10,18,1,17,13,14,19,20,18,3,1,4,1,19,7,20,16,17,1,17,1,13,5,17,10,6,13,1,17,2,19,4,19,2,18,6,18,8,14,3,15,19,13,4,5,3,12,7,12,12,11,7,5,11,6,15,19,18,18,9,2,6,2,2,5,18,9,10,19,20,18,5,17,13,4,4,4,11/02/03/01
6,5,3,19,5,5,6,4,5,4,8,8,15,16,11,17,8,19,6,19,15,17,12,11,10,9,7,9,8,9,8,11,8,1,7,19,9,11,9,11,9,13,11,14,14,14,4,11,7,6,6,14,20,20,19,9,9,6,19,1,16,2,9,11,3,6,15,14,8,10,4,6,17,2,18,13,14,16/01
10,7,13,11,16,7,6,18,16,7,13,4,16,2,14,3,9,2,20,3,7,4,12,8,17,9,5,14,12,5,5,2,17,3,14,7,20,13,4,3,5,17,3,10,10,12,6,4,8,14,8,15,16,14,7,5,6,9,18,15,9,17,10,17,9,11,14,9,18,17,1,19,6,3,2,4,7,11/02/03/04
7,18,14,14,3,2,14,6,19,2,19,10,15,12,14,1,12,17,17,16,4,9,15,14,15,10,15,1,7,9,20,1,15,11,6,14,5,6,14,1,13,5,8,14,12,15,2,5,17,7,9,2,16,4,1,19,13,11,2,19,20,19,12,1,3,1,2,13,19,5,20,19,20,10,19,16,18,01/04
3,7,19,17,11,6,19,17,16,8,8,13,5,5,8,6,4,14,18,3,15,4,11,2,2,3,6,12,11,12,5,1,10,11,9,11,17,15,6,18,8,20,10,20,19,20,13,5,8,4,6,1,9,9,4,19,15,14,12,4,18,6,20,17,13,12,13,6,4,5,5,8,2,1,17,16,18,01/04
14,4,7,3,4,14,1,3,8,4,11,15,2,20,3,19,4,20,5,20,2,19,7,10,12,15,16,4,6,2,9,6,14,6,14,17,17,20,12,4,6,19,5,9,5,5,3,4,10,11,20,16,9,19,8,11,10,15,15,12,3,3,6,8,3,4,12,10,11,15,17,20,19,9,16,1,10,11/02/03/01
17,15,1,13,20,11,3,17,12,11,11,6,5,10,7,18,19,12,1,9,5,7,12,15,16,8,7,5,7,5,9,10,15,15,14,15,14,6,8,5,10,11,12,9,10,9,20,20,12,5,17,13,15,20,20,1,2,3,7,1,1,2,3,9,6,18,15,12,12,13,19,18,16,1,5,7,18,10/01/05/01
6,15,16,16,11,11,2,5,3,6,9,13,6,16,6,13,6,20,16,14,7,20,3,3,4,7,16,9,15,5,18,7,14,6,13,4,16,20,14,11,7,17,17,8,4,7,5,13,19,7,19,3,18,9,1,19,1,14,2,20,20,20,20,3,5,1,5,14,16,15,20,19,18,10,12,14,8,12/04
3,15,20,6,10,2,3,3,5,2,9,15,13,4,16,19,4,15,18,20,6,19,12,11,11,12,9,12,8,13,9,13,10,12,7,10,6,11,5,13,8,12,9,14,13,12,9,5,13,10,19,3,16,10,4,17,12,10,4,5,15,7,9,4,8,9,13,15,16,16,18,17,12,6,11,10,1,12/10
13,16,2,20,9,20,20,18,4,1,1,3,1,14,7,17,10,16,8,17,3,12,1,2,4,16,12,4,13,3,4,1,15,19,12,19,12,12,13,5,16,12,15,20,20,20,19,2,2,3,9,3,2,6,12,15,19,19,19,6,9,7,17,19,18,19,6,1,1,2,9,18,7,1,19,18,20,32/01
5,17,16,18,10,2,8,13,13,15,9,3,6,9,14,10,4,19,17,18,15,6,6,5,6,9,11,14,10,8,8,2,7,11,9,10,8,15,4,17,11,18,5,16,16,15,3,8,8,4,15,1,11,16,5,19,14,12,13,5,18,10,16,12,7,8,5,6,3,2,10,19,16,2,17,18,17,20/09/13
11,8,9,14,10,4,9,8,3,18,4,18,6,17,7,11,8,18,13,5,18,12,6,7,7,4,6,6,12,7,10,6,7,7,16,3,11,8,8,12,12,18,4,18,18,17,1,2,14,12,6,8,7,17,16,10,16,14,18,17,19,10,9,19,17,14,10,6,9,12,9,9,2,5,3,7,5,34/11/03/07
2,17,6,19,5,3,8,3,3,10,15,20,8,16,2,13,2,16,17,14,20,16,7,7,14,18,6,17,5,8,14,7,1,3,18,14,3,19,4,13,5,11,3,18,16,17,5,9,6,4,16,18,19,16,10,8,6,6,15,11,7,17,2,11,2,6,2,5,14,12,12,15,12,11,17,16,15,43/01/03/05
14,12,17,10,8,1,3,2,12,13,6,20,3,4,9,15,12,20,19,19,16,9,10,4,5,13,18,16,16,15,15,2,5,14,7,5,10,11,16,8,15,7,10,8,6,6,8,1,3,5,20,18,20,19,19,3,10,13,20,17,7,6,8,7,8,3,2,7,4,3,17,19,18,7,18,19,17,43/01/03/05
2,9,20,19,2,13,15,8,5,1,4,19,18,15,18,18,1,2,7,19,11,20,12,11,11,7,13,5,7,5,9,8,13,15,11,15,15,6,15,7,13,8,13,9,10,12,16,1,1,1,1,8,19,20,20,19,19,17,20,7,20,11,10,15,13,7,8,1,1,4,3,19,10,10,20,20,18,14/13/01
11,3,7,10,13,8,4,15,12,4,7,19,2,18,2,20,11,3,13,10,11,17,1,14,14,8,5,8,16,12,9,8,17,16,19,10,8,18,9,13,15,4,15,6,4,7,17,19,14,11,8,7,14,18,14,5,2,3,7,9,7,13,3,13,18,7,13,3,8,14,3,18,10,3,13,15,4,43/01/03/09
12,4,3,12,6,20,14,7,8,7,5,4,3,5,5,6,1,4,15,12,19,19,6,13,14,6,10,5,10,10,9,3,9,19,10,18,10,12,20,11,9,11,9,5,6,4,2,4,11,17,8,18,19,14,11,4,6,3,11,9,16,16,15,15,14,10,8,4,11,10,5,15,8,7,11,16,4,11/02/03/04
9,2,12,15,14,13,5,2,3,3,6,9,8,16,18,2,7,3,5,20,17,19,17,16,11,4,9,8,11,7,13,6,10,2,11,3,9,10,20,6,11,12,10,12,8,7,9,1,4,1,20,16,20,16,16,1,4,9,19,20,17,13,19,8,8,7,15,17,16,16,14,14,13,4,15,2,4,11/04/03/01
6,15,12,16,1,1,6,6,18,9,15,18,14,11,18,18,19,12,19,8,15,4,5,7,12,15,6,16,5,12,16,14,13,10,11,10,4,15,12,17,6,2,14,9,18,8,6,4,13,18,20,20,17,17,5,6,5,13,18,3,7,1,1,4,16,5,11,15,3,10,16,16,16,1,20,17,5,10/03/01
2,16,20,19,20,20,1,1,1,1,1,11,1,17,20,20,20,20,19,19,18,13,2,20,2,1,1,1,1,1,16,20,20,20,19,8,1,1,1,1,3,11,14,20,20,15,2,7,1,1,4,8,12,5,10,20,20,20,11,12,9,9,19,18,3,3,4,6,1,1,1,1,2,20,20,20,20,16/01
14,19,18,10,3,2,9,15,19,20,8,7,7,5,16,4,13,16,13,4,17,3,9,2,3,8,13,16,16,18,16,16,9,13,13,5,5,14,14,15,12,11,5,9,7,8,2,7,11,5,6,7,20,15,10,12,16,10,9,9,8,18,10,6,4,3,8,13,8,10,15,19,13,16,18,15,5,01/05
8,13,11,19,14,2,16,9,10,2,16,4,2,19,4,20,15,15,9,18,2,15,17,15,17,4,7,4,16,8,16,6,16,3,14,5,9,14,4,6,4,18,10,9,5,11,4,15,19,13,7,11,19,9,3,13,17,11,5,11,4,9,1,2,2,14,7,10,4,17,17,19,19,10,20,1,19,01/04
5,12,19,8,6,4,11,17,7,1,8,4,19,12,17,18,5,10,14,2,12,19,16,15,8,4,9,6,16,8,8,12,10,3,12,6,3,16,1,14,4,19,5,18,16,18,13,5,13,8,10,3,15,14,7,16,12,12,4,7,15,4,13,7,11,13,14,15,7,13,14,15,5,10,13,7,10,14/04
6,12,10,8,20,5,4,2,3,3,7,18,3,19,2,17,10,14,3,19,16,15,6,11,10,9,15,10,4,8,18,6,4,5,16,3,19,16,14,12,13,15,15,3,4,4,9,9,6,13,14,10,13,19,16,6,4,8,14,7,12,13,7,18,19,9,2,2,14,14,1,3,10,20,9,6,3,14/04
12,15,6,11,19,7,11,7,6,6,6,13,5,3,4,14,5,13,11,20,17,13,15,14,17,6,12,5,10,4,8,11,14,19,10,10,13,2,2,3,6,11,15,13,15,14,6,11,4,3,12,7,15,17,7,6,9,9,7,14,18,19,17,15,16,12,13,17,10,13,9,2,8,2,3,9,7,01/01/09
10,6,14,18,10,9,13,17,6,5,12,10,13,9,6,8,8,11,13,4,17,16,8,7,11,10,4,13,4,9,7,10,5,10,5,3,5,12,15,18,8,8,13,18,18,19,15,8,6,5,16,2,11,12,5,17,12,10,10,7,5,11,15,18,8,6,2,2,7,7,5,16,13,10,17,18,14,16/01
7,17,15,2,7,14,14,13,8,2,8,1,2,17,15,17,13,15,2,19,13,17,16,10,3,2,7,3,1,4,18,13,18,8,11,4,9,14,5,10,17,19,5,17,15,14,7,17,17,4,2,7,17,8,6,9,16,12,14,9,10,12,10,7,20,8,14,13,6,10,2,8,5,2,10,6,1,20/09/04
17,12,14,15,9,1,16,10,20,19,7,13,13,3,19,4,3,5,19,15,13,1,2,2,3,10,19,17,19,12,19,6,13,6,17,2,9,10,18,11,19,10,11,5,3,4,8,4,7,5,13,1,17,8,3,18,17,11,5,15,20,15,15,12,9,19,14,10,1,1,7,8,13,1,19,19,16,01/05/02/07
1,2,20,20,15,6,16,1,2,1,9,19,18,17,17,18,6,15,9,17,9,13,20,18,3,2,2,13,15,20,14,20,8,3,1,1,1,9,5,16,12,13,7,19,17,17,13,16,4,1,2,3,13,20,20,16,17,6,3,6,3,7,17,13,8,8,4,5,8,4,2,15,17,6,19,19,8,16/01
8,3,17,13,11,10,19,14,12,12,4,16,3,14,5,16,2,9,3,5,20,8,10,9,9,3,6,4,9,4,9,13,18,14,13,2,8,6,13,13,5,13,15,17,15,18,19,13,8,13,2,1,12,11,16,6,11,7,12,5,13,10,10,19,9,15,1,9,13,7,8,16,6,14,5,12,2,14/13/01/01
12,16,11,13,12,13,20,10,13,3,3,8,2,13,9,19,8,11,5,10,5,16,14,11,6,1,8,3,5,4,12,15,14,12,16,1,13,5,14,3,12,15,13,18,18,17,18,12,17,7,2,4,3,5,2,16,19,18,14,2,14,6,11,17,6,5,2,5,3,1,3,20,15,4,20,20,10,01/06
