@relation 'gasch2.train'

@attribute "des460_plus_0point02__mms___5_min" numeric 
@attribute "des460_plus_0point02__mms___15_min" numeric 
@attribute "des460_plus_0point02__mms___30_min" numeric 
@attribute "des460_plus_0point2__mms___45_min" numeric 
@attribute "des460_plus_0point02__mms___60_min" numeric 
@attribute "des460_plus_0point02__mms___90_min" numeric 
@attribute "des460_plus_0point02__mms___120_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___5_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___15_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___30_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___45_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___60_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___90_min" numeric 
@attribute "des459_mec1__plus_0point02__mms___120_min" numeric 
@attribute "dun1__plus_0point02__mms___30_min" numeric 
@attribute "dun1__plus_0point02__mms___90_min" numeric 
@attribute "dun1__plus_0point02__mms___120_min" numeric 
@attribute "wt_plus_gamma_5_min" numeric 
@attribute "wt_plus_gamma_10_min" numeric 
@attribute "wt_plus_gamma_20_min" numeric 
@attribute "wt_plus_gamma_30_min" numeric 
@attribute "wt_plus_gamma_45_min" numeric 
@attribute "wt_plus_gamma_60_min" numeric 
@attribute "wt_plus_gamma_90_min" numeric 
@attribute "wt_plus_gamma_120_min" numeric 
@attribute "des460_wt___mock_irradiation___5_min" numeric 
@attribute "des460_wt___mock_irradiation___30_min" numeric 
@attribute "des460_wt___mock_irradiation___60_min" numeric 
@attribute "des460_wt___mock_irradiation___90_min" numeric 
@attribute "mec1_plus_gamma_5_min" numeric 
@attribute "mec1_plus_gamma_10_min" numeric 
@attribute "mec1_plus_gamma_20_min" numeric 
@attribute "mec1_plus_gamma_30_min" numeric 
@attribute "mec1_plus_gamma_45_min" numeric 
@attribute "mec1_plus_gamma_60_min" numeric 
@attribute "mec1_plus_gamma_90_min" numeric 
@attribute "mec1_plus_gamma_120_min" numeric 
@attribute "des459_mec1___mock_irradiation___5_min" numeric 
@attribute "des459_mec1___mock_irradiation___30_min" numeric 
@attribute "des459_mec1___mock_irradiation___60_min" numeric 
@attribute "des460_wild_type_plus_heat_20_min" numeric 
@attribute "des459_mec1_plus_heat_20_min" numeric 
@attribute "mhy1_dun1_plus_heat_20_min" numeric 
@attribute "des460_vs_des460_ypd_log_phase_control" numeric 
@attribute "des459_mec1___log_phase_ir_time_._0_sample" numeric 
@attribute "des459_mec1___log_phase_mms_time_._0_sample" numeric 
@attribute "des460wt_vs_des459mec1_genomic_dna_comparison" numeric 
@attribute "des460wt_vs_des459mec1_genomic_dna_comparison_.2" numeric 
@attribute "des460_genomic_dna_vs_mhy26_dun1_genomic_dna" numeric 
@attribute "mhy1_crt1_vs_cry1_wild_type" numeric 
@attribute "mhy1_crt1_vs_cry1_wild_type___log_phase" numeric 
@attribute "prs_rox1_gal_media" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
-1.014659,0.344552,0.013589,0.005741,0.239625,0.252175,-0.058259,1.160609,1.437163,-0.32339,1.594996,-0.591377,0.744509,-1.071286,0.611903,0.280222,0.40873,0,0.781421,0.433812,1.085312,-0.711949,0.031582,2.837306,0.703159,0.540176,0.160379,-0.537839,-0.865584,0.325472,0.679496,0.387647,0.481152,0.337344,-1.144235,-1.735702,0.763119,-9.520958,-0.004804,-1.484725,-0.16931,0.528105,0.08369,0.136299,-0.383499,0.575182,-0.336523,0.785384,-0.404968,0,-0.511017,-0.469988,01@01/01@01/05
-0.559087,-0.291174,-1.047496,-1.067894,-1.020933,-0.567749,-0.528369,-1.348747,-2.566032,0.201463,-2.396733,-2.518062,-2.518855,-2.401484,-0.413116,-0.931393,-0.679651,-0.412203,-0.215567,0.480982,0.25123,0.353228,-0.417233,1.436594,0.556211,-0.134124,1.580095,-0.058534,1.459448,-1.64318,-1.975462,-1.473228,-3.308034,-2.059864,-1.24864,-0.877858,0.316497,0.050378,0.750108,-0.303371,-1.818468,-1.165217,-1.085875,-2.806492,-0.39829,-0.04264,-0.740411,0.812852,1.256349,-0.256631,-0.035466,-1.986182,01@20@32@01/06@20/01@32/07@01/06/06@20/01/15@01/06/06/11
0,0.140035,0.232286,0.529511,0.346047,0.147976,0.376718,0,0.426957,0.188074,0.872957,0.839502,0.682095,0.355611,0,0,0,0.000892,-0.285322,-0.15864,-0.576533,0.362067,0.161884,0.197406,0.547168,0.564172,0.506903,0.101887,0.508067,0.273884,0.642259,0.175569,0.70105,0.746132,0.724873,0.451497,0.611008,0.317878,1.696368,0.341786,0.584777,0.548038,0.216406,-0.005647,0.1989,0.012413,-0.55801,0,0.813642,-0.097399,0.082221,0.638283,42@42/16
0.50866,-0.182756,0.384159,-0.076273,0.204762,0.296587,0.388429,-1.803677,-0.438521,0.79326,-0.361895,-0.808836,0.316527,0.308441,-0.180612,-0.423365,0.230201,0.070711,0.255705,1.071547,1.043186,1.093548,1.332525,0.861166,0.940538,0.573771,0.654306,1.162227,0.536049,0.308831,0.273618,0.42923,-0.31048,0.337344,0.001676,-0.010887,-0.971587,1.005737,0.708168,1.161852,0.238334,1.285565,1.962459,-0.234146,0.703645,0.78622,-0.463552,-0.309412,-1.18786,0.325564,2.383121,1.402523,02@11@42@02/13@11/02@42/16@02/13/03@11/02/03@11/02/03/04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084917,0,0,0,0,0.534037,0,0,0,10@16@10/01@16/03@10/01/03@16/03/01
-0.01335,-0.229573,0.232286,-0.029674,-0.039276,-0.227822,0.05885,-0.125943,0.050662,0.000626,0.07297,-0.57398,-0.432442,0.237685,-0.288114,-0.17679,0.413032,0.604535,0.424138,0.092303,0.141704,-0.135163,-0.425506,-0.241737,0.237445,-0.172518,-0.949017,-1.549271,-0.906285,-0.150466,-0.182528,-0.460663,-0.058176,-0.328827,-0.7368,-0.412432,-0.479655,-0.028781,-0.356047,-1.484725,0.125767,0.019809,-0.046262,-0.338009,-0.956653,-0.56259,0.090166,0.651968,0.445496,-1.279205,-0.198786,-0.927058,12@42@12/01@42/16@12/01/01
-0.810601,-1.863242,-0.745775,-0.920642,-1.035612,-0.741983,-1.495357,0.688294,0.001454,0.011338,-0.023439,0.121888,0.989707,-0.450999,-0.528119,0.267468,0.311937,-1.418758,-0.654513,-0.930338,-1.688642,-1.397022,-0.075968,-1.591973,-0.938145,-1.084382,-1.352433,-0.326554,-1.079263,-0.128832,0.884296,1.073779,1.029739,1.048937,1.030449,1.178535,-0.010379,0.259192,1.510261,1.331027,-0.084066,-0.404767,-0.774821,0.711009,-0.631249,0.293798,-0.838126,0.420452,0.755391,0.542021,0.211917,0.385174,10@14@42@10/03@14/07@42/04@10/03/01@14/07/04
0.81712,0.376584,0.661581,0.818423,0.958895,0.631389,0.498847,-0.204179,0.652733,-2.642379,0.704754,0.837327,0.523831,0.131553,1.269416,0.943422,0.843222,0,0.449659,0.148907,0.263868,-0.676591,0.006763,0.303405,-0.779892,0.648159,0.351743,0.027545,0.592013,0.580082,0.504484,0.027947,0.147833,0.551832,-0.179123,-0.007845,-0.486128,0.462547,-0.188289,-0.220217,0.61975,0.812152,0.734831,1.161083,-0.46485,0,-0.421209,0.961964,0.867232,-0.229263,0.380041,0,20@34@20/01@20/09@34/01@20/01/01@20/09/04@34/01/01@20/01/01/01@34/01/01/01
0.622553,1.665285,1.47562,1.547228,0.986418,1.077223,1.055952,0.966467,1.341642,1.427903,1.510895,0.382839,1.366421,1.301372,0.879408,1.25164,1.3573,1.443816,1.325851,0.379095,0.480813,-0.464439,-0.429642,-0.06507,0.189969,0.269016,-1.065387,-1.836854,-0.687518,0.476907,0.681357,-0.003241,-0.243353,0.455943,-0.344644,-0.795724,-0.395509,0.661808,-1.380944,-1.321285,0.608821,0.857002,0.77907,-0.694606,0,-0.166511,-0.056407,1.001204,-0.181284,-1.11002,-0.619097,-0.514221,01@14@16@20@01/04@14/04@16/19@20/09@16/19/03@20/09/04
1.671318,0.775761,0.623106,-0.061361,-0.329186,0.074524,-0.407914,0.375349,0.519583,-3.509992,0.232967,0.034905,-0.336592,-0.403829,1.161914,0.301479,0.826015,-0.180928,-0.268308,-0.292602,0.339693,0.099088,-0.274522,0.361453,-0.237312,-0.066934,2.154188,1.082017,1.029546,-0.554846,-0.97194,-0.550068,-0.558154,-0.061349,0.039873,-0.102147,0.59159,0.214154,1.373958,0.384797,1.390231,1.383237,0.893814,-2.207547,-0.479641,0.764811,-0.225779,0.679436,0.834612,-1.09758,-1.322817,0.64074,01@14@16@18@20@32@01/04@14/01@14/04@16/19@18/02@20/01@20/09@32/01@16/19/03@18/02/01@20/01/10@20/09/04
0.271383,0.066113,-1.043446,-0.793894,-0.663133,-0.79152,-0.501601,-1.200967,-1.02033,-0.749163,-0.891117,-0.834931,-0.855966,-1.201004,-0.653121,-0.208675,0.122653,-0.355475,-0.695346,-0.31147,-0.55547,-0.771617,-0.566148,0.184787,-0.499559,0.384199,-0.716276,0.178184,-0.804533,-0.967548,-1.009177,-0.044825,1.055201,0.713328,1.720542,1.090317,0.416825,0.519869,-0.544775,0.264367,-0.681872,0,0.362948,0.537904,-0.638645,-0.620702,-0.219265,0,-0.812724,0.173795,0.233533,0.151725,14@20@42@14/04@20/01@20/09@42/16@20/01/10@20/09/04
0,-0.032449,-0.794375,0.725226,0,0,1.614731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.741966,0,0,-1.265854,0,0,2.572124,0,0.904513,0,0,1.27474,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
1.149308,1.251324,1.090875,0.691674,0.762564,0.744129,1.020819,-1.624023,-0.481939,-0.37159,0.288351,-0.102094,-0.563957,-0.413263,-0.463117,-0.952649,-1.002294,0.204531,0,-0.024678,0.381819,0.507921,-0.597172,0.401834,0.061107,-0.666844,0.168137,-1.684259,-0.028674,-1.107334,-0.402223,-0.425317,-0.143821,-1.923602,-0.818287,-1.42846,-0.023324,1.505254,-0.649623,-0.309105,-0.717937,-0.81838,-0.209393,-1.947889,-1.400385,-1.487794,-0.105264,0.44792,-2.054634,0.265851,-0.508615,0.090291,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
0.010378,-0.007808,0.050039,0.026244,-0.406251,-0.039923,0.259609,0.954877,0.629577,-0.079708,0.278094,0.513314,-0.053499,0.4358,0.336898,0.47153,0.503372,-0.719115,0.138313,0.330039,0.139598,-0.879903,-0.380004,0.588595,0.156058,0.209025,0.002633,-1.484711,-0.000692,0.030923,-0.152739,0.807643,0.777435,0.789029,-1.309755,0.116877,0.805192,0.563542,0.055484,-0.065379,-0.710286,-0.927016,-0.060086,-0.28954,-0.008175,-0.246032,0.041308,0.600956,-0.036822,0.275803,-0.078698,-0.605143,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
0.532388,0.041473,0,-0.562764,-0.301663,-0.094585,-0.183733,0.259443,-0.146169,-0.363557,-0.448047,-0.439156,-0.423525,-0.248167,0.311897,1.066709,0.869034,0.029984,0.121299,-0.060527,-0.403819,0.401846,-0.502032,0.222644,0.664727,-1.667495,0.204341,-0.663045,-1.565129,-0.393427,-1.130195,0.202599,-0.960914,0.135474,-0.871763,0.189885,-0.554092,0.117253,0,-0.544229,-1.016293,-0.495463,-0.532889,-1.608603,0,0,-0.124807,-0.058276,0.210162,-2.259482,-0.931328,-0.307802,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
-0.070296,-0.53758,-0.371155,-0.70256,-1.008089,-0.837641,-0.52335,-1.618228,-1.639769,-1.201714,-0.903425,-1.082834,-1.477877,-0.823643,-1.63564,-1.352269,-0.997992,-0.516931,-0.305738,-0.800149,-0.782947,-1.248958,-1.606489,-1.069545,-0.836411,0,-0.434402,-1.337985,-1.22426,-1.976003,-0.765278,-0.943035,-0.666946,-1.98921,-2.025313,-2.496203,-2.716001,0.54307,-1.095231,-0.311973,-0.910284,-1.187143,-0.879888,-2.456819,-2.489377,-2.405353,-0.193207,0.2321,-0.360697,-1.221981,-0.993774,-1.647066,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
-0.084533,-0.012736,-0.824749,-0.7212,-0.497994,-0.424263,-0.481525,-0.560589,-0.632457,0.161295,-0.848041,-0.52179,-0.133746,-0.172695,0.009392,0.29085,0.017257,-0.694387,-0.804232,-0.345432,-0.068923,0.134447,-0.495827,-0.04488,0.384394,-1.149172,-0.330962,-0.571097,-1.000405,-1.420188,0.521241,-1.762235,-1.150721,-0.848643,-0.431224,0.326775,-0.376091,-0.944561,-1.218428,-1.040283,0.155275,-0.09979,0.056041,0.139761,-0.144993,0.62106,-0.229036,0.341972,-0.52846,-0.590025,0.199908,-0.401182,14@20@14/04@20/01@20/09@20/01/10@20/09/04
0,0,0.939002,0.533239,0.081826,0.689467,0.160903,0,0.545634,-0.173432,0.202198,0.445902,0.265258,-0.29062,0,0,0,0.155076,0.606182,0.960227,0.910492,-0.278807,1.675859,1.403785,0.37309,0.969711,1.197366,1.168096,0.706484,0.032587,1.128195,0.870018,1.14316,1.306322,1.384409,2.510932,1.119122,0.395672,1.795974,2.248584,0.899527,0.575944,0.660178,-0.362244,0.781298,3.601595,-0.593839,0.224252,0.128611,0,0.13506,0.751322,14@34@14/07@14/13@34/01@14/07/11@34/01/01@34/01/01/01
-0.32181,-0.870227,0.050039,0.082163,-0.057625,0.28463,-0.141908,0.549207,0.94798,0.857528,0.688344,0.622043,0.748967,0.16693,-0.013109,0.556555,0.266767,-0.122745,0.189353,0.04702,0.097473,-0.064445,-0.193859,-0.572355,-0.974317,0.065047,-1.88515,-1.269513,-1.17084,-0.135489,-0.189975,-0.294328,0.17561,0.082483,0.014408,0.907797,-0.262817,-1.647432,-0.914367,-0.724873,0.595706,0.27894,0.244056,1.129924,0.454045,0.769399,-0.577553,0.287036,-0.919906,-1.841496,-0.462981,-0.03995,01@14@16@20@42@01/06@14/04@14/10@16/01@20/03@20/09@42/16@20/09/04
1.244219,0.090754,0.272786,0.287197,-0.351205,-0.330313,0.025391,1.592357,0.600631,-0.106486,0.585782,0.641615,-0.098081,-0.422697,0.161895,0.088915,-0.184933,0.61908,-0.610278,0.367774,0.350225,0.134447,-0.255907,0.109072,0.427348,-0.534864,-0.773168,0.080367,0.330002,0.663288,0.126534,0.474972,0.870024,0.284354,0.905673,-0.156903,-0.392273,-0.173449,0.422455,0.766156,0.355272,0.318807,-0.543949,1.406893,0.685156,0,-1.359272,0.600956,0.135601,-0.398448,0.329604,-0.482275,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
1.087616,-0.320743,0.041939,-0.370777,-0.84662,-0.919633,-0.990114,-0.0564,0.013033,-0.296611,-0.532149,-0.410886,-1.083331,-0.071279,-0.500618,-0.801729,-0.901199,0.431442,0.170638,-0.137885,-0.292187,0.134447,-0.119401,0.043453,-0.458866,-0.179717,-0.638696,-1.692084,-0.369543,-0.523228,-1.130195,-0.92848,-1.208589,-0.780512,-0.556,-1.07863,-0.544383,-0.627927,-1.509383,-1.166447,0.42631,0.139408,0.19014,1.161083,-0.403837,0,-0.36258,0.028052,0.7251,-0.965715,-0.239616,-0.091554,14@20@14/04@20/01@20/03@20/09@20/01/10@20/09/04
-0.653998,0.287878,-0.253707,0.119442,-0.075973,-0.364476,0.226149,-0.407014,-1.107167,-0.320712,-0.99368,-0.486997,-1.390943,-0.776473,-0.513118,-0.782598,-0.873237,0.400896,0.597676,0.669661,0.581914,0.068149,0.385257,-0.471403,-0.047409,0.784939,0.592242,0.295565,1.678215,0.446953,0.349953,0.599724,0.018209,0.006782,0.862383,-0.947824,0.060822,0.590838,-0.565744,1.081566,-0.978042,-0.309088,-1.013987,1.095303,0.528001,-2.292187,-0.023835,-0.066124,-0.176624,0.877903,0.641835,0,10@14@16@10/03@14/07@14/10@14/13@16/01@16/19@10/03/01@14/07/05@14/13/01@16/19/03@10/03/01/01@14/13/01/01@10/03/01/01/11
0.755428,-0.177828,0,0.179088,-0.19891,0.024987,0.012007,-0.236053,1.45453,1.133343,0.676037,1.1135,1.411002,0.824954,0.364398,0.169689,0.688354,0.623444,1.380294,0.879095,1.255919,1.113437,2.099854,0.24031,0.965406,0.765742,0.018149,0.935291,-0.949529,0.578418,1.47077,1.50833,1.34454,1.144825,1.417513,2.094178,2.659644,-0.57743,1.148533,0.15254,-0.564933,0.043729,0.027009,-0.462645,0.505814,0.523187,-0.512409,0.043748,-0.940876,0.141451,0.358425,0.635826,10@16@10/03@16/03@10/03/04@10/03/05@16/03/01@10/03/04/05@10/03/05/01
-0.264863,-1.732647,-2.122757,-1.869393,-2.008095,-2.086317,-2.290027,1.890814,1.370588,-0.465314,0.875008,0.806883,0.387857,-0.521754,0.311897,0.086789,-0.019309,-1.28203,-1.398,-1.234111,-0.850348,0.114557,-0.510305,-0.597593,-0.960752,-2.83612,-0.612836,-0.819553,-1.125051,-1.718065,-1.701774,-1.146795,0.263569,0.07996,-0.100183,-0.406348,-0.463473,-1.258465,-0.515941,-1.21806,-1.704808,-2.466852,-2.84437,-1.283165,-0.29845,-0.949494,0.220452,0.283112,-0.167304,-0.219311,0.723495,-0.875454,01@10@11@40@42@01/03@10/03@11/04@11/06@40/01@42/04@01/03/04@01/03/10@10/03/01@11/04/01@11/06/01
-0.919748,-0.08173,-0.697176,-0.484478,0.232285,0.24705,-0.290804,-1.009723,-0.88139,-0.717029,-0.324973,-0.299982,-0.091393,-0.967512,-1.065629,-1.190721,-0.782897,-0.263838,-0.982873,-0.315244,-0.563895,0.463723,-1.029441,-0.332594,0.517778,0.78014,0.623274,0,0.19518,-0.058939,-0.078266,0.092402,0.587629,0.751178,-0.222413,0.171633,0.12555,0.551259,-0.049364,0.433542,-0.293899,0.123462,0.46525,-0.580357,-0.472245,-1.033603,-0.574296,0.298808,-0.269826,0.514653,-0.453374,-0.543709,10@20@42@10/03@20/09@42/04@10/03/01@10/03/04@10/03/05@20/09/14@42/04/05@10/03/04/09@10/03/05/01
0.437477,0.435722,0.268736,0.404626,0.272652,0.076233,-0.190425,0.867947,1.086919,0.129162,1.213464,1.213531,0.81584,0.6575,-0.038109,-1.1227,-1.023804,0.829992,1.419424,0.779095,0.716715,1.28139,0.670678,0.237786,0.196752,0.432192,0.84567,-1.199085,-0.125338,0.856326,1.619715,1.460508,2.457918,0.736038,0.388739,1.707844,0,1.452026,1.020093,0.64286,-0.287342,-0.570212,-0.084971,-0.580357,-1.677717,-1.311929,-0.079207,0.118304,-0.789424,-0.177015,0.197507,-0.415926,01@10@11@16@42@01/01@01/02@10/01@10/03@11/02@16/03@42/10@01/01/06@01/01/13@01/02/07@10/01/03@10/03/04@11/02/03@16/03/01@01/01/06/05@10/03/04/05@11/02/03/04@01/01/06/05/01
-2.220027,-0.845587,-0.433929,-0.355865,-0.551206,-0.057005,-0.436354,-0.754731,-0.531147,-0.658117,-0.119848,-0.245617,0,0,0.011892,-0.102393,-0.298933,-1.146755,-0.021614,0,0.341799,1.29023,0.527968,0,-0.293831,-0.508468,-0.170629,-0.287427,-0.382262,0,-0.711285,-1.144716,0,-0.318734,0,1.710886,0,0.519869,0,0.141071,0,-0.922032,0,0.195155,0,0,-0.056407,-0.309412,-1.038738,-0.060078,-2.01693,0,10@16@10/03@16/03@10/03/01@10/03/04@16/03/01@10/03/01/03@10/03/04/05
0.138508,0.706768,-0.091709,0.361755,-0.718179,-0.12704,-0.392857,0,-0.311159,-0.534937,-0.398817,-0.617472,-0.477023,-0.125525,-0.58812,-0.555154,-0.141914,0.299077,1.057038,-0.40581,-0.306931,0.147706,0.985056,0.437167,-0.205662,0.329007,0.468113,0.393382,0.075622,0.29219,0.271757,0.489527,0.742715,0.718375,0,-1.954726,0.54628,-0.159801,-0.023152,0.307378,-0.201004,-0.002117,-0.170684,0.887577,0.189655,0,0.790456,-0.144604,-0.106723,-0.920931,0.389648,-0.015376,10@10/01@10/03@10/01/02@10/03/01@10/03/04@10/03/01/01@10/03/04/03@10/03/04/05@10/03/01/01/09
-0.511631,-0.234501,-0.172708,0.244326,0.199258,-0.381558,-0.158638,0.60716,-1.02033,-1.348994,-0.396766,-0.304331,-0.610768,-0.375526,0.379399,-0.697572,-0.098895,0.633626,0.291434,-0.368074,0.329162,-0.329635,0.819594,0.891452,1.03775,0.04105,-0.074947,0.530327,0.711571,0.147411,0.07068,0.059135,0.407081,0.410522,-1.279198,-0.643624,0.604535,0.618134,0.839229,0.880851,0.262378,-0.089823,0.050511,0.645229,-0.89564,-2.085736,-1.652417,-0.772444,-0.759133,0.397716,0.185498,0.279508,01@14@20@32@42@01/04@01/06@14/04@20/09@32/01@42/25@20/09/13
