@relation 'churchs.train'

@attribute "chip_affymetrix_chip.a" numeric 
@attribute "chip_affymetrix_chip.b" numeric 
@attribute "chip_affymetrix_chip.c" numeric 
@attribute "chip_affymetrix_chip.d" numeric 
@attribute "chip_affymetrix_chip.a.d" numeric 
@attribute "pp_number_of_probe_pairs" numeric 
@attribute "a_fy4_a" numeric 
@attribute "alpha_fy5_alpha" numeric 
@attribute "gal_gal" numeric 
@attribute "heat_heat" numeric 
@attribute "rel_alpha_fy5_alpha" numeric 
@attribute "rel_gal_gal" numeric 
@attribute "rel_heat_heat" numeric 
@attribute "avg_abund" numeric 
@attribute "median_deviation_of_log_fc_gal" numeric 
@attribute "sig_gal" numeric 
@attribute "sig_and_fc_gal" numeric 
@attribute "median_deviation_of_log_fc_fy5_alpha" numeric 
@attribute "sig_fy5_alpha" numeric 
@attribute "sig_and_fc_fy5_alpha" numeric 
@attribute "median_deviation_of_log_fc_heat" numeric 
@attribute "sig_heat" numeric 
@attribute "sig_and_fc_heat" numeric 
@attribute "thrshld_gal" numeric 
@attribute "thrshld_fy5_alpha" numeric 
@attribute "thrshld_heat" numeric 
@attribute "below_threshold_in_all_conditions" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.265051,-0.204805,-0.262382,-0.243553,0.123429,-0.043052,-0.124435,-0.250967,-0.193768,-0.404572,-0.231558,-0.182992,-0.355683,-0.222601,-0.535084,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,01@12@16@20@01/04@12/01@12/04@16/19@20/03@12/01/01@12/04/01@16/19/03@20/03/25
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.238326,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,20@20/01@20/03@20/01/09@20/01/10@20/01/13@20/03/22
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.189987,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,16@30@34@16/01@30/01@30/05@34/11@30/01/05@34/11/03@30/01/05/01@34/11/03/07@30/01/05/01/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.277177,-0.238326,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.388252,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,02@12@42@02/13@12/01@42/16@02/13/03@12/01/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.255087,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,-0.289558,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,14@16@20@14/04@16/03@20/09@16/03/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.238326,-0.305382,-0.2785,0.123429,-0.043052,-0.124435,-0.284553,-0.485493,-0.404572,-0.231558,-0.609254,-0.355683,-0.222601,-1.169863,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,20@32@20/01@32/07@20/01/27
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.456401,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,10@11@10/01@11/02@10/01/03@10/01/09@11/02/03@10/01/03/05@10/01/09/05@11/02/03/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.271847,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.311422,-0.485493,-0.404572,-0.231558,0.456401,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,10@11@16@20@10/01@11/02@16/19@20/01@10/01/05@11/02/03@20/01/21@10/01/05/03@11/02/03/01@11/02/03/04@11/02/03/01/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.294195,-0.305382,-0.292479,0.123429,-0.043052,0.759563,-0.304705,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.064067,1.338209,-0.264977,0.375621,0.426334,0,-0.806889,01@01/04@01/06@01/06/02@01/06/02/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,10@16@20@43@10/03@16/01@20/09@43/01@10/03/03@20/09/07@20/09/16@43/01/03@20/09/07/27@20/09/16/09@43/01/03/05@20/09/16/09/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.294195,-0.312549,-0.313447,0.123429,-0.043052,-0.124435,-0.304705,0.000716,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-0.95827,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,10@11@14@42@10/01@10/03@11/02@14/07@42/10@10/01/09@10/03/01@11/02/03@14/07/04@42/10/03@10/01/09/05@10/03/01/01@11/02/03/01@11/02/03/04@10/03/01/01/01@11/02/03/01/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.189987,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,01@30@42@43@01/04@01/06@30/01@42/04@43/01@01/06/02@30/01/09@42/04/03@43/01/03@01/06/02/01@30/01/09/11@43/01/03/05@43/01/03/09
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.255087,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.24327,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,01@11@42@01/05@11/02@42/19@01/05/25@11/02/03@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.26626,-0.312549,-0.306458,0.123429,0.134831,-0.124435,-0.304705,-0.193768,-0.123056,-0.231558,0.083422,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,-4.191139,-1.141183,0.488846,-0.806889,01@01/02
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.294195,-0.319715,-0.306458,0.123429,-0.665642,-0.124435,-0.304705,-0.971703,2.129077,-0.231558,0.562967,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0,0.426334,0.488846,-0.806889,11@12@16@32@11/02@12/04@16/01@32/01@11/02/03@12/04/03@32/01/07@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.265051,-0.294195,-0.305382,-0.243553,0.123429,-0.043052,1.54534,-0.284553,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-0.111898,0.907997,-0.264977,0.375621,0.426334,-3.438663,-0.806889,01@14@16@20@32@01/04@14/01@14/04@16/01@16/19@20/01@20/09@32/01@16/19/03@20/01/10@20/09/04@32/01/07
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.260674,-0.312549,-0.28549,0.123429,-0.043052,-0.124435,-0.297988,-0.485493,-0.404572,-0.231558,-0.182992,-0.355683,-0.222601,-1.169863,-0.405895,-0.264977,-1.146632,-1.141183,0.488846,-0.806889,14@16@20@14/04@16/01@16/19@20/01@16/19/05@20/01/10
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.260674,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,0.292442,-0.404572,-0.231558,0.083422,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,10@16@32@40@42@43@10/03@16/03@32/01@40/01@42/01@43/01@10/03/01@16/03/03@43/01/03@43/01/03/05
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.456401,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,10@11@16@10/03@11/02@16/03@10/03/01@11/02/03@16/03/01@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.193768,-0.404572,-0.231558,0.030139,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,11@11/02@11/02/03@11/02/03/01@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.271847,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.311422,-0.485493,-0.404572,-0.231558,0.349836,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,01@30@01/04@01/05@01/06@30/01@01/06/02@30/01/09@01/06/02/01@30/01/09/11
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.260674,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,-0.076426,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,14@20@14/04@20/09@20/09/07@20/09/13@20/09/16@20/09/07/27@20/09/16/09@20/09/16/09/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.260674,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.189987,-0.355683,-0.222601,-1.381456,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,14@20@42@14/04@20/09@42/19@20/09/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.381456,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,11@11/02@11/02/01@11/02/02@11/02/03@11/02/03/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-0.852473,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,10@14@18@30@10/03@14/10@18/02@30/01@10/03/05@18/02/01@30/01/05@10/03/05/03@18/02/01/01@30/01/05/05@18/02/01/01/01@30/01/05/05/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.26626,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.296553,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,11@14@18@11/04@14/07@14/13@18/02@11/04/03@14/07/07@14/13/01@18/02/01@18/02/01/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.271847,-0.312549,-0.306458,0.123429,-0.220935,-0.124435,-0.304705,-0.679977,0.017703,-0.231558,0.562967,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0,0.426334,0.488846,-0.806889,10@11@14@18@34@41@42@43@10/01@11/02@14/07@18/02@34/11@41/01@42/10@43/01@10/01/09@11/02/03@14/07/04@18/02/09@34/11/03@41/01/01@42/10/03@43/01/03@10/01/09/05@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/05@43/01/03/09
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.294195,-0.283882,-0.306458,0.123429,-0.043052,-0.124435,-0.297988,-0.29101,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-0.852473,-0.405895,-0.264977,-1.146632,0.426334,0.488846,-0.806889,11@18@11/02@18/02@11/02/03@18/02/09@11/02/03/01@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.277177,-0.255087,-0.312549,-0.306458,0.123429,-0.043052,-0.124435,-0.297988,-0.485493,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,-1.064067,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,11@32@11/02@32/05@32/07@11/02/03@32/05/01@11/02/03/01@11/02/03/04@32/05/01/03@32/05/01/03/03
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.040342,-0.265051,-0.255087,-0.262382,-0.306458,0.123429,-0.043052,-0.124435,-0.284553,0.000716,-0.404572,-0.231558,0.456401,-0.355683,-0.222601,-0.95827,-0.068701,-0.264977,0.375621,-1.141183,-4.747831,-0.806889,14@14/07@14/07/09
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.260674,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,0.349836,-0.355683,-0.222601,-1.487253,-0.405895,-0.264977,0.375621,-1.141183,0.488846,-0.806889,10@11@10/03@11/02@10/03/02@11/02/03@11/02/03/01@11/02/03/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.252925,-0.232739,-0.255215,-0.222585,0.123429,-0.043052,-0.124435,-0.250967,-0.388252,-0.404572,-0.231558,0.296553,-0.355683,-0.222601,-0.746677,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,01@01/04
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.222612,-0.255087,-0.276715,0.783891,0.123429,-0.043052,8.519102,-0.009149,-0.096526,-0.404572,-0.231558,0.562967,-0.355683,-0.222601,0.099695,5.617078,3.771593,0.375621,-1.141183,-3.438663,-0.806889,01@32@01/20@32/01@32/07@01/20/37@32/01/01@32/07/07@01/20/37/01
1.721661,-0.597481,-0.582367,-0.545516,-0.042927,-0.078374,-0.258988,-0.232739,-0.255215,-0.257532,0.123429,0.579538,1.152452,-0.257684,0.292442,0.158461,-0.231558,0.296553,-0.355683,-0.222601,-0.64088,1.105662,-0.264977,-4.191139,-1.141183,-3.438663,-0.806889,20@20/09@20/09/07@20/09/07/03
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.155921,-0.165697,-0.183548,-0.15968,0.123429,-0.043052,-0.026213,-0.170361,-0.388252,-0.404572,-0.231558,-0.555972,-0.355683,-0.222601,-0.217694,-0.324503,-0.264977,0.375621,0.426334,0,-0.806889,01@10@14@01/05@10/03@14/07@01/05/03@14/07/02@01/05/03/02@14/07/02/02@01/05/03/02/04
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.238326,-0.305382,-0.341405,0.123429,-0.043052,-0.124435,-0.311422,-1.166187,-0.404572,-0.231558,-1.088799,-0.355683,-0.222601,0.205492,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,02@14@16@02/01@14/07@14/10@14/13@16/01@02/01/03@14/07/05@14/13/01@14/13/01/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.283239,-0.238326,-0.305382,-0.320437,0.123429,-0.043052,-1.106655,-0.311422,-1.166187,-0.404572,-0.231558,-1.088799,-0.355683,-0.222601,-0.95827,1.256818,-0.264977,0.375621,0.426334,0,-0.806889,01@02@01/05@02/45
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.258988,-0.221566,-0.276715,-0.28549,0.123429,-0.131993,-0.910211,-0.264402,-0.388252,-0.263814,-0.231558,-0.502689,-0.355683,-0.222601,-0.429287,0.373138,-0.264977,0,0.426334,0,-0.806889,01@01/03@01/03/04@01/03/04/03
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.246863,-0.238326,-0.169214,-0.201617,0.123429,1.557893,0.563119,-0.230816,0.486925,0.862252,-0.231558,-0.609254,-0.355683,-0.222601,0.205492,0.047572,-0.264977,0,0.426334,0,-0.806889,01@14@01/03@01/04@14/07@01/03/04@14/07/02
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.234737,-0.227152,-0.248048,-0.187638,0.123429,-0.043052,1.938228,-0.230816,-0.193768,-0.404572,-0.231558,-0.71582,-0.355683,-0.222601,0.311288,0.884742,3.771593,0.375621,0.426334,0,-0.806889,01@02@20@01/05@02/10@02/13@20/01@20/01/15
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.289302,-0.238326,-0.305382,-0.306458,0.123429,-0.043052,-1.008433,-0.304705,-0.777219,-0.404572,-0.231558,-0.928951,-0.355683,-0.222601,-0.64088,0.640568,-0.264977,0.375621,0.426334,0,-0.806889,20@20/01@20/09@20/01/07@20/09/18
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.238326,-0.240881,-0.180649,0.123429,2.358365,3.608002,-0.257684,1.26486,1.003011,4.315915,-1.088799,-0.355683,-0.222601,0.734475,1.51262,3.771593,0,0.426334,-3.438663,-0.806889,10@14@42@10/01@14/07@42/10@10/01/09@14/07/04@42/10/03@10/01/09/05
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.180172,-0.171284,-0.248048,-0.089786,0.123429,0.935303,2.52756,-0.177078,0.389683,0.439977,-0.231558,-0.076426,-0.355683,-0.222601,1.051864,0.803351,3.771593,0,0.426334,0,-0.806889,14@32@43@14/07@14/13@32/01@43/01@14/07/11@14/13/01@43/01/03@14/13/01/01@43/01/03/09
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.289302,-0.243913,-0.248048,-0.215596,0.123429,0.846362,1.54534,-0.257684,-0.193768,0.721494,-0.231558,-1.035517,-0.355683,-0.222601,1.157661,0.326629,-0.264977,-4.191139,0.426334,0,-0.806889,14@14/13@14/13/01@14/13/01/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.040342,-0.216549,-0.182457,-0.291049,-0.271511,0.123429,-0.043052,-0.124435,-0.24425,-0.582735,-0.404572,-0.231558,-0.769103,-0.355683,-0.222601,0.205492,-0.405895,-0.264977,0.375621,0.426334,0,-0.806889,12@12/04@12/04/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.246863,-0.199218,-0.226548,-0.16667,0.123429,-0.043052,2.03645,-0.217381,0.000716,-0.404572,-0.231558,-0.71582,-0.355683,-0.222601,-0.323491,1.559129,3.771593,0.375621,0.426334,-3.438663,-0.806889,01@16@20@01/04@16/19@20/03@16/19/03@20/03/25
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.238326,-0.305382,-0.173659,0.123429,-0.043052,3.902668,-0.271119,-1.166187,-0.404572,-0.231558,-1.088799,-0.355683,-0.222601,0.522882,1.86144,3.771593,0.375621,0.426334,0,-0.806889,01@32@01/01@32/01@32/07@32/01/01@32/07/07
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.301428,-0.238326,-0.319715,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.679977,-0.404572,-0.231558,-1.088799,-0.355683,-0.222601,0.205492,-0.405895,-0.264977,0.375621,0.426334,-0.820324,-0.806889,14@14/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.283239,-0.238326,-0.305382,-0.306458,0.123429,-0.043052,-0.124435,-0.304705,-0.485493,-0.404572,-0.231558,-1.088799,-0.355683,-0.222601,0.205492,-0.405895,-0.264977,0.375621,0.426334,0.488846,-0.806889,12@42@12/01@42/16@12/01/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,1.165763,0.633225,0.934463,0.567219,0.123429,-1.288231,-1.794209,0.870803,0.000716,1.003011,-0.231558,-0.34284,-0.355683,-0.222601,-0.323491,1.117289,-0.264977,0,0.426334,0,-0.806889,12@12/01@12/01/01
-0.580478,1.672667,-0.582367,-0.545516,-0.042927,-0.078374,-0.289302,-0.238326,-0.305382,-0.264522,0.123429,-0.043052,-0.026213,-0.29127,-0.777219,-0.404572,-0.231558,-1.035517,-0.355683,-0.222601,0.311288,-0.347758,-0.264977,0.375621,0.426334,0,-0.806889,20@20/01@20/09@20/01/17
