@relation 'derisi.train'

@attribute "g1" numeric 
@attribute "g1_bkg" numeric 
@attribute "r1" numeric 
@attribute "r1_bkg" numeric 
@attribute "g2" numeric 
@attribute "g2_bkg" numeric 
@attribute "r2" numeric 
@attribute "r2_bkg" numeric 
@attribute "f2" numeric 
@attribute "g3" numeric 
@attribute "g3_bkg" numeric 
@attribute "r3" numeric 
@attribute "r3_bkg" numeric 
@attribute "f3" numeric 
@attribute "g4" numeric 
@attribute "g4_bkg" numeric 
@attribute "r4" numeric 
@attribute "r4_bkg" numeric 
@attribute "f4" numeric 
@attribute "g5" numeric 
@attribute "g5_bkg" numeric 
@attribute "r5" numeric 
@attribute "r5_bkg" numeric 
@attribute "f5" numeric 
@attribute "g6" numeric 
@attribute "g6_bkg" numeric 
@attribute "r6" numeric 
@attribute "r6_bkg" numeric 
@attribute "g7" numeric 
@attribute "g7_bkg" numeric 
@attribute "r7" numeric 
@attribute "r7_bkg" numeric 
@attribute "f7" numeric 
@attribute "g1_ratio" numeric 
@attribute "g2_ratio" numeric 
@attribute "g3_ratio" numeric 
@attribute "g4_ratio" numeric 
@attribute "g5_ratio" numeric 
@attribute "g6_ratio" numeric 
@attribute "g7_ratio" numeric 
@attribute "r1_ratio" numeric 
@attribute "r2_ratio" numeric 
@attribute "r3_ratio" numeric 
@attribute "r4_ratio" numeric 
@attribute "r5_ratio" numeric 
@attribute "r6_ratio" numeric 
@attribute "r7_ratio" numeric 
@attribute "g1dashbkg" numeric 
@attribute "g2dashbkg" numeric 
@attribute "g3dashbkg" numeric 
@attribute "g4dashbkg" numeric 
@attribute "g5dashbkg" numeric 
@attribute "g6dashbkg" numeric 
@attribute "g7dashbkg" numeric 
@attribute "r1dashbkg" numeric 
@attribute "r2dashbkg" numeric 
@attribute "r3dashbkg" numeric 
@attribute "r4dashbkg" numeric 
@attribute "r5dashbkg" numeric 
@attribute "r6dashbkg" numeric 
@attribute "r7dashbkg" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
-0.265109,-0.616999,-0.131237,-0.21169,-0.354911,-0.653052,-0.111603,-0.353351,-0.055832,-0.194595,-0.644951,-0.025131,-0.423309,-0.11219,-0.389881,-0.441605,-0.321606,-0.263951,-0.04322,-0.421222,-0.673322,-0.232804,-0.056397,-0.075,-0.550703,-0.424394,-0.216948,-0.272608,-0.237134,-0.559283,0.359553,-0.434175,-0.11219,-1.036051,-1.673311,-0.929871,-0.597225,-0.961172,-0.910365,-0.777842,1.323311,2.153553,0.809814,0.316687,0.674402,0.781098,0.470652,-0.225105,-0.306339,-0.127355,-0.368756,-0.363369,-0.532647,-0.183217,-0.125693,-0.083427,0.026809,-0.312442,-0.234829,-0.196326,0.427727,16@20@32@42@43@16/01@16/06@20/09@32/01@42/04@43/01@20/09/16@20/09/18@32/01/03@42/04/03@43/01/03@20/09/18/09@43/01/03/05@20/09/18/09/01
6.473977,1.761839,6.197449,2.168032,5.659136,1.134972,6.004525,0.741778,-0.055832,4.790079,0.835548,5.388547,0.521015,-0.11219,5.737443,0.2959,7.32208,0.150884,-0.04322,5.57501,0.918418,7.091575,0.188802,-0.075,5.799224,2.549964,7.606785,0.873441,6.07243,0.183915,4.120388,-0.065582,-0.11219,-0.607058,-0.762878,-0.929871,-1.179999,-1.281231,-0.294954,0.25159,0.578883,0.681938,0.809814,1.028168,1.10034,-0.163991,-0.451184,6.451744,5.613283,4.914604,5.916642,5.64352,5.713031,6.267308,6.183247,5.996078,5.600399,7.600616,7.364744,7.607824,4.258928,99
-0.59501,0.472376,-0.614149,0.585874,-0.546047,1.284789,-0.537276,1.688221,-0.055832,-0.118439,1.087548,-0.19724,0.774967,-0.11219,-0.388058,1.096107,-0.418274,1.040244,-0.04322,-0.612761,0.061726,-0.682574,-0.311482,-0.075,-0.531074,1.212172,-0.484599,1.764046,-0.409413,-0.034819,-0.431014,-0.06816,-0.11219,0.679921,1.209727,0.192273,0.531899,1.27924,-0.322927,-0.123623,-0.847936,-1.094149,-0.364181,-0.544579,-0.898292,-0.14564,-0.294472,-0.638478,-0.651122,-0.252651,-0.488363,-0.637269,-0.60148,-0.420053,-0.638071,-0.681302,-0.304848,-0.521405,-0.668301,-0.636381,-0.435686,10@11@16@20@10/01@11/02@16/19@20/01@10/01/05@11/02/03@20/01/21@10/01/05/03@11/02/03/01@11/02/03/04@11/02/03/01/04
-0.619904,0.367567,-0.665592,0.469157,-0.596305,0.880936,-0.59949,1.204992,-0.055832,-0.246371,1.191741,-0.318729,0.821995,-0.11219,-0.440467,1.317059,-0.50253,1.117839,-0.04322,-0.740017,-0.357562,-0.762346,-0.592273,-0.075,-0.556687,0.949073,-0.34607,1.950451,-0.40647,0.290796,-0.276302,0.138046,-0.11219,2.205229,1.563785,0.241062,1.51533,0.831158,-0.728539,-0.5277,-1.964577,-1.29713,-0.400869,-1.031382,-0.701706,0.359019,0.037389,-0.656252,-0.670049,-0.398878,-0.56008,-0.724517,-0.613073,-0.453294,-0.686273,-0.704189,-0.438505,-0.615464,-0.712605,-0.512049,-0.303087,14@16@20@42@14/04@16/01@20/09@42/03@42/19@20/09/03
-0.459551,-0.848848,-0.356528,-1.009254,-0.379279,0.721349,-0.417293,0.821839,-0.055832,-0.261712,-0.208797,-0.061352,-0.137378,-0.11219,-0.334509,-0.683458,-0.370537,-0.45197,-0.04322,-0.408365,-0.445561,-0.426199,0.016767,-0.075,-0.239035,-0.2594,-0.043359,1.222089,-0.304548,-0.457372,-0.122572,-0.06816,-0.11219,-0.94072,0.552192,-1.222604,0.349782,0.543105,-0.30894,-0.441112,1.137204,-0.637441,1.250062,-0.43224,-0.570648,-0.154816,-0.054794,-0.406041,-0.43883,-0.24921,-0.29232,-0.373903,-0.227126,-0.264379,-0.327731,-0.488774,-0.047235,-0.347683,-0.446505,-0.145672,-0.117515,10@11@14@42@10/01@10/03@11/02@14/07@42/10@10/01/09@10/03/01@11/02/03@14/07/04@42/10/03@10/01/09/05@10/03/01/01@11/02/03/01@11/02/03/04@10/03/01/01/01@11/02/03/01/01
-0.694361,-0.921897,-0.629602,-0.873084,-0.582345,0.2719,-0.522074,0.913338,-0.055832,-0.495933,-0.43172,-0.367324,-0.280344,-0.11219,-0.593821,-0.650614,-0.539527,-0.410188,-0.04322,-0.537195,0.496542,-0.516731,0.354904,-0.075,-0.515275,-0.290615,-0.523364,1.066751,-0.594799,-0.579167,-0.561521,-0.313029,-0.11219,-0.178065,-0.004184,-0.97866,-0.415109,0.031011,0.110658,-0.219832,0.020563,-0.180733,0.883189,0.129455,-0.243003,-0.411733,-0.229943,-0.639389,-0.608152,-0.467977,-0.563383,-0.604854,-0.504148,-0.551352,-0.607509,-0.602026,-0.350978,-0.526865,-0.587623,-0.617386,-0.538256,01@01/04@01/06@01/06/02@01/06/02/01
1.238621,1.371189,1.214612,2.518182,1.096248,0.832083,1.143197,0.670294,-0.055832,0.413011,0.525395,0.295915,0.282112,-0.11219,0.68542,0.182437,0.544825,-0.063994,-0.04322,0.602595,0.545718,0.416398,-0.062329,-0.075,1.551976,2.367132,0.80406,0.576573,0.817402,0.516987,0.816492,0.089072,-0.11219,-0.607058,-0.611139,-0.002882,0.021972,-0.161025,0.656135,-0.229453,0.578883,0.478957,-0.180745,-0.207562,-0.111945,-0.595246,-0.229943,1.16017,1.039285,0.370103,0.695206,0.563407,1.437664,0.788779,1.145613,1.097932,0.27567,0.571805,0.442591,0.763795,0.830585,10@16@42@10/03@16/01@42/04@10/03/01@10/03/04@42/04/05@10/03/04/09
-0.355265,-1.001297,-0.417731,-0.56184,-0.529801,-0.242686,-0.614926,-0.244696,-0.055832,-0.553187,-0.637682,-0.711093,-0.483505,-0.11219,-0.516802,-0.519237,-0.618054,-0.496737,-0.04322,-0.332012,-0.512854,-0.39471,-0.161199,-0.075,-0.348669,0.159775,-0.260559,-0.048231,-0.457833,-0.415117,-0.415968,-0.276943,-0.11219,1.013582,1.664944,3.607495,2.389491,0.575111,-0.420833,-0.277557,-1.158114,-1.347876,-1.941738,-1.330953,-0.570648,-0.053884,-0.19307,-0.289139,-0.514794,-0.50353,-0.494025,-0.288276,-0.360444,-0.427809,-0.403624,-0.600138,-0.686893,-0.601318,-0.389073,-0.259067,-0.392836,11@40@11/02@40/01@11/02/03@11/02/03/04
0.267981,1.352133,0.424467,1.338047,0.328405,1.437862,0.612977,0.73034,-0.055832,0.665587,0.561741,1.143862,0.364882,-0.11219,0.323568,0.337702,0.441712,0.210573,-0.04322,-0.01689,0.22737,0.015174,-0.014871,-0.075,0.399141,1.47973,0.037877,0.107107,0.436196,0.526929,-0.102619,0.117425,-0.11219,-1.322047,-1.572152,-1.41776,-0.742919,-0.609107,0.418363,0.674909,1.881631,1.950571,1.580249,0.466473,0.281228,-0.531016,-0.561804,0.175278,0.217997,0.630158,0.308311,-0.041118,0.322571,0.392945,0.385865,0.558098,1.156856,0.441762,0.017871,0.029314,-0.121227,01@01/01@01/01/06@01/01/09@01/01/06/04@01/01/06/05@01/01/09/02
-0.429499,0.421559,-0.444977,0.534,-0.354911,1.665843,-0.332158,1.622456,-0.055832,-0.110495,0.993048,-0.157419,0.714771,-0.11219,-0.256807,0.6333,-0.318265,0.509016,-0.04322,-0.611712,-0.228152,-0.657907,-0.430126,-0.075,-0.459979,0.668136,-0.346355,1.567284,-0.24195,0.176458,-0.201072,0.104537,-0.11219,-0.035068,-0.358241,-0.051671,0.422629,0.73514,-0.378874,-0.287178,-0.165544,0.174484,-0.144057,-0.469686,-0.668941,-0.090586,-0.183851,-0.466657,-0.48845,-0.233154,-0.315911,-0.605935,-0.500284,-0.270196,-0.465774,-0.468955,-0.255407,-0.373245,-0.626184,-0.48039,-0.221098,14@14/10
-0.509563,0.307223,-0.520007,0.300566,-0.359988,0.972129,-0.301987,1.293631,-0.055832,0.047845,0.692587,0.07881,0.551113,-0.11219,-0.367322,0.486994,-0.385335,0.520954,-0.04322,-0.699085,-0.339445,-0.74319,-0.619957,-0.075,-0.530595,0.155316,-0.449254,1.025327,-0.285822,0.360393,-0.251771,0.246304,-0.11219,0.060264,-0.4594,-0.490771,0.240512,0.959181,-0.378874,-0.287178,-0.22758,0.275975,0.259504,-0.357347,-0.767234,-0.090586,-0.183851,-0.539806,-0.439085,-0.031877,-0.418769,-0.684269,-0.543757,-0.336122,-0.534077,-0.411385,0.013561,-0.443975,-0.688812,-0.539103,-0.291952,16@20@16/01@20/09@20/09/07@20/09/16@20/09/07/27@20/09/16/09@20/09/16/09/03
-0.268249,0.351687,-0.320132,0.157913,-0.126208,1.148,0.045569,1.688221,-0.055832,-0.024477,0.755587,-0.156969,0.61319,-0.11219,0.003416,0.776621,0.041197,0.544829,-0.04322,-0.455857,-0.124625,-0.530901,-0.380691,-0.075,-0.333349,0.355985,-0.331533,0.883797,-0.114613,0.34548,-0.12617,0.205063,-0.11219,0.012598,-1.116935,0.533795,-0.524379,0.447087,-0.085155,-0.190969,-0.22758,1.138646,-0.620993,0.241795,-0.505119,-0.310801,-0.24838,-0.297799,-0.21733,-0.115026,-0.057824,-0.456289,-0.355614,-0.157179,-0.327936,-0.093336,-0.24216,-0.002472,-0.500655,-0.408439,-0.156991,10@16@20@43@10/03@16/01@20/09@43/01@10/03/03@20/09/07@20/09/16@43/01/03@20/09/07/27@20/09/16/09@43/01/03/05@20/09/16/09/03
-0.45215,-1.18233,-0.423628,-1.080581,-0.155907,0.828826,0.088136,1.488067,-0.055832,-0.452924,-0.162759,-0.3653,-0.112924,-0.11219,-0.491053,-1.02683,-0.458851,-0.690724,-0.04322,-0.229683,0.32831,-0.116031,0.667334,-0.075,-0.241429,0.253421,-0.023122,1.377427,-0.530596,-0.633851,-0.416622,-0.43933,-0.11219,0.012598,-1.420413,-0.734716,-0.160145,-0.577101,-0.378874,-0.460354,-0.22758,1.646099,0.553003,-0.095223,0.248464,-0.090586,-0.036357,-0.374594,-0.222189,-0.454788,-0.427262,-0.270718,-0.257316,-0.478778,-0.393163,-0.033879,-0.369902,-0.419654,-0.213223,-0.138189,-0.372254,10@11@14@42@10/01@10/03@11/02@14/07@42/10@10/01/09@10/03/01@11/02/03@14/07/04@42/10/03@10/01/09/05@10/03/01/01@11/02/03/01@11/02/03/04@10/03/01/01/01@11/02/03/01/01
-0.425462,0.192886,-0.441114,0.131976,-0.427507,1.183825,-0.376129,1.539535,-0.055832,0.438488,0.297625,0.551941,0.255777,-0.11219,-0.189131,0.370546,-0.036376,0.443358,-0.04322,-0.684917,-0.194506,-0.643475,-0.28973,-0.075,-0.512403,-0.504662,-0.166781,0.780239,-0.119161,0.26594,0.222504,0.266924,-0.11219,-0.035068,-0.307661,-0.734716,-1.034306,-0.417072,-0.770499,-0.604667,-0.165544,0.123739,0.553003,0.80349,0.117406,0.432424,0.138791,-0.446148,-0.523746,0.42372,-0.225085,-0.684809,-0.489657,-0.153024,-0.449159,-0.50647,0.548187,-0.07469,-0.63056,-0.233453,0.194582,10@14@16@30@32@42@10/03@14/01@16/01@32/01@42/04@10/03/01@10/03/05@32/01/07@42/04/05@10/03/05/01
-0.703108,-1.334779,-0.627976,-1.236203,-0.45949,0.05369,-0.395073,0.544483,-0.055832,-0.587978,-0.259682,-0.531784,-0.120448,-0.11219,-0.640078,-0.964128,-0.614474,-0.720569,-0.04322,-0.460579,-0.634499,-0.39471,-0.127583,-0.075,-0.443702,0.32031,-0.197565,1.867605,-0.676926,-0.728304,-0.419893,-0.390356,-0.11219,-0.082734,-0.40882,-0.393193,0.094819,-0.257042,-0.532726,-0.825947,-0.103508,0.22523,0.186129,-0.282455,-0.046416,0.065399,0.590491,-0.618652,-0.46722,-0.584672,-0.586502,-0.407938,-0.465022,-0.619771,-0.594381,-0.443473,-0.544011,-0.578982,-0.393723,-0.355195,-0.382039,11@11/02@11/02/03@11/02/03/04
-0.157684,0.129365,-0.063325,0.041196,-0.100571,1.447632,-0.057575,1.722533,-0.055832,2.848642,1.312894,2.693745,0.806946,-0.11219,0.427931,0.660173,0.222837,0.705988,-0.04322,-0.605939,-0.362738,-0.610411,-0.349053,-0.075,-0.22587,-1.137883,-0.230915,0.079492,0.500667,-0.077074,0.037046,-0.148064,-0.11219,-1.036051,-0.40882,-0.344405,0.568322,0.287058,0.012751,0.434387,1.323311,0.22523,0.112754,-0.582026,-0.406825,-0.365855,-0.506494,-0.169503,-0.215028,2.826141,0.39088,-0.585946,-0.166263,0.527013,-0.065183,-0.200218,2.730926,0.172988,-0.587896,-0.239784,0.057596,01@10@12@01/03@10/03@12/04@01/03/16@10/03/01@12/04/03@01/03/16/01
-0.701538,-1.538045,-0.643429,-1.515026,-0.567369,-0.493465,-0.474361,0.052676,-0.055832,-0.613729,-0.480182,-0.556532,-0.265295,-0.11219,-0.680866,-1.110434,-0.612326,-0.798164,-0.04322,-0.546641,-0.932142,-0.433547,-0.095945,-0.075,-0.538495,-0.888162,-0.2312,1.001164,-0.69913,-0.507085,-0.485637,-0.178995,-0.11219,0.393925,-0.762878,-0.295616,-0.597225,-0.289048,-0.672592,-0.835567,-0.599793,0.681938,0.076067,0.316687,-0.013652,0.258087,0.618146,-0.602473,-0.532954,-0.585532,-0.617171,-0.465473,-0.495212,-0.667415,-0.60115,-0.482876,-0.551817,-0.570296,-0.438574,-0.316916,-0.477524,01@11@30@43@01/01@01/04@01/06@11/02@30/01@43/01@01/01/03@01/01/13@01/06/02@11/02/03@30/01/09@43/01/03@01/01/03/05@01/06/02/01@11/02/03/04@30/01/09/11@43/01/03/09
-0.446543,-1.169626,-0.420984,-1.113002,-0.756981,-1.571491,-0.727894,-1.271201,-0.055832,-0.841924,-1.015682,-0.735841,-0.694191,-0.11219,-0.729174,-0.856637,-0.666269,-0.681771,-0.04322,-0.617484,-0.603441,-0.402058,0.507164,-0.075,-0.54807,-0.883703,-0.215523,-0.338195,-0.642149,-0.633851,-0.455545,-0.429019,-0.11219,0.012598,-0.054763,-0.929871,-0.779342,-0.801142,-0.854418,-0.710496,-0.22758,-0.129988,0.809814,0.503919,0.477815,0.625112,0.323159,-0.369809,-0.639356,-0.761004,-0.687237,-0.57271,-0.505114,-0.594287,-0.389471,-0.629395,-0.68642,-0.636062,-0.489169,-0.189418,-0.413755,02@12@42@02/13@12/01@42/16@02/13/03@12/01/01
-0.563164,0.56448,-0.594019,1.072193,-0.476497,0.972129,-0.553648,0.447265,-0.055832,-0.457307,0.309741,-0.419295,0.154196,-0.11219,0.0041,0.125706,0.107552,-0.022212,-0.04322,-0.628767,0.222194,-0.640326,-0.254137,-0.075,-0.474102,1.065015,-0.41904,0.290061,-0.418508,0.57167,-0.377699,0.235993,-0.11219,1.108914,0.754511,-0.53956,-0.779342,-0.161025,-0.574686,-0.402628,-1.220149,-0.789677,0.332878,0.503919,-0.111945,0.120453,-0.091668,-0.612727,-0.556485,-0.515286,-0.005687,-0.670493,-0.536029,-0.49706,-0.633148,-0.59542,-0.460268,0.113674,-0.632201,-0.447293,-0.420503,01@10@11@14@18@42@01/05@10/01@11/02@14/07@18/02@42/10@01/05/25@10/01/09@11/02/03@14/07/04@18/02/09@42/10/03@10/01/09/05@11/02/03/01@11/02/03/04
-0.497677,-1.344307,-0.420781,-1.164876,-0.677278,-1.646399,-0.622177,-1.033875,-0.055832,-0.769329,-0.962374,-0.639099,-0.739338,-0.11219,-0.658763,-0.961142,-0.599914,-0.675802,-0.04322,-0.371369,-0.51803,-0.105535,0.606034,-0.075,-0.309412,-0.856947,-0.131151,-0.479725,-0.573131,-0.599052,-0.322421,-0.398089,-0.11219,-0.416395,-0.206502,-1.222604,-0.451532,-0.961172,-0.462793,-0.729738,0.330741,0.022248,1.250062,0.166902,0.674402,-0.008006,0.360032,-0.409232,-0.55316,-0.691331,-0.606083,-0.328253,-0.265769,-0.526699,-0.387625,-0.542333,-0.579022,-0.567566,-0.193806,-0.092428,-0.280481,14@16@20@43@14/07@14/10@14/13@16/01@20/09@43/01@14/07/05@14/13/01@20/09/13@20/09/18@43/01/03@14/13/01/01@20/09/18/09@43/01/03/09@20/09/18/09/01
1.913673,3.162464,1.771944,5.358287,2.069441,2.313961,1.884617,1.193554,-0.055832,1.125812,0.680471,0.812017,0.425078,-0.11219,1.33256,0.531782,0.897125,0.428436,-0.04322,1.149401,0.895125,1.07977,0.53287,-0.075,2.189674,4.917856,1.298601,2.40611,1.396568,0.812775,0.687293,0.447354,-0.11219,-0.511727,-0.307661,0.289851,0.641169,-0.449078,0.684109,0.35742,0.454812,0.123739,-0.437556,-0.619472,0.117406,-0.604421,-0.488057,1.717562,1.903544,1.097797,1.337594,1.089867,1.942921,1.355524,1.617994,1.80269,0.80036,0.897163,1.05164,1.110602,0.650412,01@10@14@01/04@10/03@14/07@10/03/01@10/03/04@14/07/03@10/03/01/01@10/03/04/03@10/03/01/01/09
-0.751999,-1.50946,-0.707478,-1.631742,-0.790995,-1.297913,-0.755024,-0.908064,-0.055832,-0.87918,-1.115028,-0.770262,-0.758149,-0.11219,-0.757885,-0.889482,-0.711381,-0.705647,-0.04322,-0.52119,-0.968376,-0.281612,0.186824,-0.075,-0.549745,-1.195854,-0.450394,-0.528053,-0.706085,-0.683563,-0.548438,-0.392933,-0.11219,1.061248,0.198135,-0.929871,-0.305839,-0.929166,-0.504753,-0.720117,-1.158114,-0.383714,0.809814,0.054563,0.641637,0.037872,0.341595,-0.655796,-0.695115,-0.788242,-0.714366,-0.43549,-0.489898,-0.65495,-0.662069,-0.686729,-0.71457,-0.680982,-0.319335,-0.410741,-0.5143,10@14@42@10/01@14/07@42/10@10/01/09@14/07/04@10/01/09/05
-0.448113,1.885704,-0.50557,2.797005,-0.411008,1.164284,-0.437875,0.684591,-0.055832,-0.357044,0.137702,-0.278683,0.231322,-0.11219,-0.495383,0.048074,-0.4789,-0.063994,-0.04322,-0.617484,0.17043,-0.605163,0.155186,-0.075,-0.440111,1.296899,-0.292483,0.638708,-0.360458,-0.009963,-0.235743,0.009167,-0.11219,0.584589,-0.206502,-0.637138,-0.269415,0.543105,-0.686579,-0.450733,-0.7859,0.022248,0.442941,0.017116,-0.570648,0.285614,-0.045576,-0.590623,-0.505586,-0.389989,-0.516672,-0.653476,-0.514292,-0.372132,-0.598484,-0.498212,-0.322117,-0.492617,-0.652165,-0.348575,-0.244379,10@34@40@41@42@43@10/01@10/03@34/01@40/01@41/01@42/04@43/01@10/01/05@10/03/01@34/01/01@41/01/01@42/04/03@43/01/03@10/01/05/01@34/01/01/01@43/01/03/05@43/01/03/09
