@relation 'spos.train'

@attribute "t0_green" numeric 
@attribute "t0_green_bkg" numeric 
@attribute "t0_red" numeric 
@attribute "t0_red_bkg" numeric 
@attribute "t0_flag" numeric 
@attribute "t0point5_green" numeric 
@attribute "t0point5_green_bkg" numeric 
@attribute "t0point5_red" numeric 
@attribute "t0point5_red_bkg" numeric 
@attribute "t0point5_flag" numeric 
@attribute "t2_green" numeric 
@attribute "t2_green_bkg" numeric 
@attribute "t2_red" numeric 
@attribute "t2_red_bkg" numeric 
@attribute "t2_flag" numeric 
@attribute "t5_green" numeric 
@attribute "t5_green_bkg" numeric 
@attribute "t5_red" numeric 
@attribute "t5_red_bkg" numeric 
@attribute "t5_flag" numeric 
@attribute "t7_green" numeric 
@attribute "t7_green_bkg" numeric 
@attribute "t7_red" numeric 
@attribute "t7_red_bkg" numeric 
@attribute "t7_flag" numeric 
@attribute "t9_green" numeric 
@attribute "t9_green_bkg" numeric 
@attribute "t9_red" numeric 
@attribute "t9_red_bkg" numeric 
@attribute "t9_flag" numeric 
@attribute "t11point5_green" numeric 
@attribute "t11point5_green_bkg" numeric 
@attribute "t11point5_red" numeric 
@attribute "t11point5_red_bkg" numeric 
@attribute "t11point5_flag" numeric 
@attribute "gal_ndt80_green" numeric 
@attribute "gal_ndt80_green_bkg" numeric 
@attribute "gal_ndt80_red" numeric 
@attribute "gal_ndt80_red_bkg" numeric 
@attribute "ndt80_delete_early_green" numeric 
@attribute "ndt80_delete_early_green_bkg" numeric 
@attribute "ndt80_delete_early_red" numeric 
@attribute "ndt80_delete_early_red_bkg" numeric 
@attribute "ndt80_delete_early_flag" numeric 
@attribute "ndt80_delete_mid_green" numeric 
@attribute "ndt80_delete_mid_green_green_bkg" numeric 
@attribute "ndt80_delete_mid_green_red" numeric 
@attribute "ndt80_delete_mid_green_red_bkg" numeric 
@attribute "ndt80_delete_mid_green_flag" numeric 
@attribute "t0_correlation" numeric 
@attribute "t0point5_correlation" numeric 
@attribute "t2_correlation" numeric 
@attribute "t5_correlation" numeric 
@attribute "t7_correlation" numeric 
@attribute "t9_correlation" numeric 
@attribute "t11point5_correlation" numeric 
@attribute "ndt80_delete_early_correlation" numeric 
@attribute "ndt80_delete_mid_correlation" numeric 
@attribute "t0_regression" numeric 
@attribute "t0point5_regression" numeric 
@attribute "t2_regression" numeric 
@attribute "t5_regression" numeric 
@attribute "t7_regression" numeric 
@attribute "t9_regression" numeric 
@attribute "t11point5_regression" numeric 
@attribute "ndt80_delete_early_regression" numeric 
@attribute "ndt80_delete_mid_regression" numeric 
@attribute "t0_g.r_ratio" numeric 
@attribute "t0point5_g.r_ratio" numeric 
@attribute "t2_g.r_ratio" numeric 
@attribute "t5_g.r_ratio" numeric 
@attribute "t7_g.r_ratio" numeric 
@attribute "t9_g.r_ratio" numeric 
@attribute "t11point5_g.r_ratio" numeric 
@attribute "ndt80_delete_early_g.r_ratio" numeric 
@attribute "ndt80_delete_mid_g.r_ratio" numeric 
@attribute "failed_pcr.1" numeric 
@attribute "failed_pcr.2" numeric 
@attribute "failed_pcr.3" numeric 
@attribute "failed_pcr.5" numeric 
@attribute "overlaps_another_orf" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,01/25,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,32/10,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/05,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/27,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/01,01/20/05,01/20/15,01/20/17,01/20/19,01/20/27,01/20/31,01/20/33,01/20/37,01/25/01,02/01/01,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/13/05,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/01,16/17/07,16/17/09,16/19/01,16/19/03,16/19/05,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/05,32/07/07,32/10/03,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,42/27/03,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/01,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/01,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/11/07,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/01/01,01/20/01/07,01/20/05/09,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/01/10,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/01/05/01,40/10/02/01,40/10/02/02,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/01,01/01/09/01/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03/01,01/01/09/04/01,01/01/09/04/02,01/01/09/05/01,01/01/09/06/01,01/01/09/06/02,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/02/02/09/05,01/05/03/01/04,01/05/03/02/04,01/05/03/03/04,01/05/11/07/01,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/02/02,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/02/01,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
-0.512074,1.672178,-0.54407,1.466977,-0.090479,-0.783477,1.231189,-0.828848,0.820186,-0.123365,-0.578302,1.634342,-0.489155,1.085956,-0.118285,-0.512553,0.978969,-0.432687,0.963346,-0.199236,-0.658906,-0.052801,-0.614452,-0.136447,-0.156361,-0.217292,2.710936,-0.198707,3.31481,-0.061333,-0.72709,-0.328199,-0.646143,-0.504396,-0.075188,-0.610049,-0.443059,-0.470104,-0.611416,-0.697913,-0.104499,-0.479395,-0.414781,-0.130973,-0.367437,-0.171245,-0.057049,-0.482068,-0.135824,-2.429333,-1.556964,-0.463058,-0.805507,-0.489101,0.048977,-3.598579,0.414601,0.490285,-1.619117,-0.533191,-0.82171,-0.734898,-0.421252,-0.293651,-0.769558,-0.440807,-0.335306,0.27755,-0.36249,-0.750759,-0.646516,-0.399679,-0.284032,-0.113766,-0.630641,-0.490658,0.097251,-0.086902,0,-0.043328,-0.316781,11@12@16@11/04@12/07@16/03@11/04/03@16/03/03@11/04/03/01
-0.682646,1.192598,-0.728823,0.192984,-0.090479,-0.921003,0.808368,-0.916008,0.830142,-0.123365,-0.679445,1.477346,-0.572748,1.689212,-0.118285,-0.706897,-0.184697,-0.1854,1.143179,-0.199236,-0.750267,0.132365,-0.16996,0.973013,-0.156361,-0.45024,1.584184,1.020921,3.347225,-0.061333,-0.758414,-0.491,-0.611161,-0.303896,-0.075188,-0.794383,-0.435853,-0.581404,-0.739062,-0.883514,0.114153,-0.250027,-0.303233,-0.130973,-0.652917,-0.473836,0.285955,-0.503244,-0.135824,-3.028523,-6.001017,-5.306137,-5.164281,-5.647366,-2.589809,-5.772487,0.227787,0.303489,-2.501239,-0.9149,-1.292577,-1.130579,-1.006105,-1.082916,-1.181613,-0.714337,-0.492062,-0.878633,-0.586125,-0.851888,-1.014012,-0.986468,-1.195763,-0.621725,-1.04858,-0.752577,0.097251,-0.086902,0,-0.043328,-0.316781,20@32@20/01@32/07@20/01/27
-0.80215,-0.370475,-0.737688,-0.34113,-0.090479,-0.940649,-1.4199,-0.705407,-0.787771,-0.123365,-0.564935,1.673591,-0.500301,1.124627,-0.118285,-0.582473,0.022046,-0.351307,0.442981,-0.199236,-0.689848,-0.521889,-0.261178,-0.041842,-0.156361,-0.607183,-0.347943,0.024793,0.999414,-0.061333,-0.37537,0.363707,0.618837,0.359921,-0.075188,-0.792143,0.673911,-0.70221,0.163918,-0.790512,-0.411793,-0.599855,-0.512386,-0.130973,-0.654071,-0.228633,-0.41683,0.259086,-0.135824,-1.322134,0.116771,-0.168727,-0.036809,0.116566,-0.299052,0.089171,0.486453,0.445454,-0.719442,-0.715262,-0.695974,-0.754983,-0.818204,-0.987742,-0.992004,-0.422263,-0.38668,-0.82608,-0.675579,-0.674913,-0.731323,-0.818814,-1.062802,-1.080843,-0.705655,-0.47927,0.097251,-0.086902,0,-0.043328,-0.316781,01@14@01/05@14/07@01/05/03@01/05/25@14/07/02@01/05/03/02@14/07/02/02@01/05/03/02/04
-0.48324,-0.480601,-0.435205,-0.249192,-0.090479,-0.3946,-0.89983,-0.441425,-0.668295,-0.123365,-0.06947,2.700607,0.729267,2.996265,-0.118285,-0.178009,1.15913,1.265949,1.690328,-0.199236,-0.379147,-0.054565,1.947261,0.252294,-0.156361,-0.36272,-0.173703,1.451609,0.97163,-0.061333,0.309573,0.986931,3.089841,1.820317,-0.075188,-0.144881,0.705138,0.409602,0.38927,0.473264,-0.358608,0.152605,-0.268374,-0.130973,0.021093,-0.291238,-0.085384,0.244969,-0.135824,0.436358,0.434203,0.286147,0.503814,0.187227,0.667118,0.67749,0.450527,0.520173,0.044186,-0.128325,-0.87688,-0.940773,-0.929643,-0.954095,-0.990945,-0.064125,-0.13014,-0.300542,-0.168672,-0.965657,-1.014012,-0.963607,-1.110288,-1.090611,-0.812819,-0.109166,0.097251,-0.086902,0,-0.043328,3.154787,01@02@42@01/05@02/19@42/01@01/05/03@01/05/25
-0.60205,-0.906893,-0.519957,-0.75266,-0.090479,-0.434829,-0.028818,-0.191205,0.103326,-0.123365,-0.425474,0.535369,-0.326024,0.946744,-0.118285,-0.477772,-0.716321,-0.499679,-0.563315,-0.199236,-0.549602,-0.537761,-0.426132,-0.420263,-0.156361,-0.576255,-0.893894,-0.494968,-0.575054,-0.061333,-0.165054,-0.333287,-0.126305,-0.290349,-0.075188,-0.793636,-0.846609,-0.644777,-0.496376,-0.067031,-0.20496,0.462416,-0.275346,7.63039,-0.7144,-0.134725,-0.78034,-0.411482,-0.135824,0.3061,0.338011,0.428853,0.073005,0.076188,0.485312,0.462251,0.249343,0.251185,-0.201579,-0.455732,-0.344428,-0.260884,-0.474938,-0.254236,-0.289709,-0.467465,-0.218397,-0.668418,-0.466853,-0.409451,-0.213059,-0.483506,-0.388501,-0.377514,-0.716372,-0.490658,0.097251,-0.086902,0,-0.043328,-0.316781,10@10/03@10/03/01@10/03/02
-0.153909,-0.477048,-0.03804,-0.23168,-0.090479,0.223487,0.68575,0.463119,1.472329,8.100964,0.261138,2.425864,0.161852,2.439414,-0.118285,0.131077,1.00555,0.244879,1.422493,-0.199236,0.299011,0.366909,0.525164,0.444944,-0.156361,-0.008363,0.174777,0.200331,0.832706,-0.061333,1.840852,1.610155,1.659981,2.20777,-0.075188,-0.497417,0.335217,-0.337019,-0.031491,1.124679,-0.228598,0.736751,0.052328,-0.130973,0.011856,0.44959,0.753111,0.922596,-0.135824,0.703389,-0.354568,0.705346,0.647417,0.429494,0.687896,0.605744,0.457712,0.475341,-0.16647,-0.128325,-0.006995,-0.228747,-0.391155,-0.296535,-0.279116,-0.077454,-0.359675,-0.82608,-0.302854,-0.042861,-0.307289,-0.468265,-0.49297,-0.387282,-0.577058,-0.149024,0.097251,-0.086902,0,-0.043328,-0.316781,10@14@40@42@10/01@10/03@14/13@40/20@42/16@10/01/03@10/03/01
-0.583985,-0.818082,-0.502226,-0.691368,-0.090479,-0.383997,0.901389,-0.194125,0.61608,-0.123365,-0.416117,0.214835,-0.322477,0.521371,-0.118285,-0.481357,-0.85218,-0.574315,-0.693407,-0.199236,-0.517928,-0.409026,-0.558371,-0.337698,-0.156361,-0.599945,-0.777734,-0.542931,-0.334253,-0.061333,-0.107777,-0.465563,0.208104,-0.28493,-0.075188,-0.807828,-1.057993,-0.650521,-0.584626,-0.23371,-0.134046,-0.214549,-0.40781,-0.130973,-0.547846,0.053091,-0.659543,-0.390306,-0.135824,0.384255,-2.105256,0.366419,0.360211,0.136755,0.422979,0.476601,0.371491,0.146579,-0.293741,-0.52281,-0.376503,-0.0058,-0.106456,-0.189826,-0.591601,-0.243194,-0.133762,-0.720972,-0.451944,-0.39681,-0.015177,-0.125336,-0.246043,-0.660799,-0.737805,-0.285677,0.097251,-0.086902,0,-0.043328,-0.316781,14@14/13@14/13/01
-0.442942,-0.548097,-0.249389,-0.130986,-0.090479,-0.297303,-0.967481,0.177035,-0.45921,-0.123365,-0.100213,1.457721,-0.121856,1.217435,-0.118285,-0.1902,0.438484,-0.010051,1.059002,-0.199236,-0.236888,-0.110996,-0.213059,0.121567,-0.156361,-0.316328,0.089593,-0.220242,0.638213,-0.061333,0.229325,0.078804,0.431206,0.384306,-0.075188,-0.500703,0.469734,-0.5818,0.029968,-0.168488,-0.358608,-0.194335,-0.205628,-0.130973,-0.178368,-0.145159,-0.222586,0.273203,-0.135824,0.312613,0.742016,0.473449,0.453131,0.601099,0.609979,0.641617,0.464898,0.34832,-0.807215,-0.465314,-0.083976,-0.31411,-0.277275,-0.230202,-0.445422,-0.189299,-0.167353,-1.456725,-0.519035,-0.194554,-0.410942,-0.315852,-0.397998,-0.553346,0.333836,-0.234432,0.097251,-0.086902,0,-0.043328,-0.316781,01@10@16@18@34@40@01/04@10/03@16/01@18/02@34/11@40/01@01/04/04@10/03/01@18/02/01@34/11/03@18/02/01/02@34/11/03/07@18/02/01/02/05
-0.387012,-0.906893,-0.206835,-0.840219,-0.090479,0.408414,0.85065,-0.48855,0.0635,-0.123365,-0.212941,0.116713,-0.016478,-0.050948,-0.118285,-0.280201,-0.539113,-0.16202,-0.517401,-0.199236,-0.340699,-0.347304,0.009706,-0.36006,-0.156361,-0.486103,-0.824198,-0.259395,-0.690824,-0.061333,0.224552,-0.310393,0.653819,-0.100687,-0.075188,-0.045095,-0.913868,-0.647154,-0.674451,0.631891,-0.163594,0.037921,-0.554217,-0.130973,-0.116595,0.423505,-0.341892,0.047328,-0.135824,0.547078,0.261058,0.411015,0.461578,0.116566,0.698285,0.562696,0.278083,0.303489,-0.517563,1.039958,-0.489409,-0.342229,-0.601019,-0.541678,-0.571474,0.088866,-0.061971,-1.404171,0.994232,-0.523221,-0.410942,-0.628298,-0.673417,-0.680336,2.64858,0.038875,0.097251,-0.086902,0,-0.043328,-0.316781,32@32/01
-0.41793,-0.096937,-0.519602,-0.27546,-0.090479,-0.526824,-0.654593,-0.285038,-0.558774,8.100964,-0.472258,-0.98226,-0.289547,-0.76248,-0.118285,-0.526178,-0.403253,0.132476,-0.261044,-0.199236,-0.413385,-0.23444,1.142571,-0.18289,-0.156361,-0.522296,-0.026567,0.084829,-0.190699,-0.061333,-0.64535,-0.297674,-0.333262,-0.412274,-0.075188,-0.621701,-0.296532,-0.453072,-0.630326,0.184999,-0.08677,1.623283,-0.149854,-0.130973,-0.667927,-0.317324,-0.011937,-0.425599,-0.135824,0.566617,-5.423868,0.411015,0.453131,0.459777,0.454145,0.031775,0.019418,0.512701,1.413448,-0.516422,-0.561258,-0.852397,-0.895479,-0.908912,-0.945396,-0.406616,-0.471973,1.328625,-0.489216,-0.548503,-0.919782,-0.925503,-1.034311,-0.97339,-0.727088,-0.61023,0.097251,-0.086902,0,-0.043328,-0.316781,34@41@43@34/11@41/01@43/01@34/11/03@41/01/01@43/01/03@34/11/03/07@43/01/03/05
-0.721902,-0.221273,-0.72244,-0.62132,-0.090479,-0.425161,0.334808,0.408488,0.800273,-0.123365,-0.275319,0.587701,-0.080819,0.273882,-0.118285,-0.509684,-0.533206,-0.512268,-0.494443,-0.199236,0.482832,0.33693,-0.024393,0.279815,-0.156361,0.10153,0.500025,-0.403937,-0.31573,-0.061333,-0.395358,-0.20101,-0.575445,-0.398727,-0.075188,0.447409,-0.065931,-0.296222,-0.1812,-0.277594,0.208706,0.025545,0.031412,-0.130973,-0.460672,0.173084,-0.141309,0.379083,-0.135824,-0.429862,0.01096,0.3575,-0.349357,0.510249,0.163255,-0.398702,0.055344,0.34832,-0.311296,-0.714463,-0.489409,-0.376374,0.191258,1.206048,1.325675,-0.419945,-0.355394,-0.090327,-0.720306,-0.573785,-0.307289,0.156628,1.074068,1.634787,1.609089,-0.445106,0.097251,-0.086902,0,-0.043328,3.154787,14@16@20@14/10@16/01@20/09@20/09/18@20/09/18/09@20/09/18/09/01
0.139294,-0.420209,0.035009,-0.367397,-0.090479,0.644796,-0.434726,0.086955,-0.613534,-0.123365,-0.33547,-1.119632,0.098018,-1.195587,-0.118285,-0.14753,-0.403253,0.408089,-0.517401,-0.199236,0.059532,-0.317324,0.491585,-0.243093,-0.156361,-0.292638,0.031513,-0.188593,-0.121237,-0.061333,-0.519161,-0.272236,-0.429646,-0.322862,-0.075188,-0.299937,-0.387811,-0.494067,-0.68233,-0.157215,-0.004037,0.964056,0.115073,-0.130973,-0.408426,-0.442534,0.248672,-0.425599,-0.135824,0.429846,0.568871,0.553721,0.613628,0.570816,0.59959,0.404854,0.191862,0.572476,0.724428,0.28293,-0.675446,-0.595305,-0.526184,-0.390747,-0.382925,-0.58047,-0.403804,0.330103,0.211508,-0.763401,-0.684208,-0.574954,-0.49297,-0.426356,0.344553,-0.615924,0.097251,-0.086902,0,-0.043328,-0.316781,11@11/02@11/02/01@11/02/02@11/02/03@11/02/03/01
0.045844,-0.21772,-0.044069,-0.463713,-0.090479,0.53253,-0.206403,1.503199,-0.389516,-0.123365,-0.289132,-0.975719,0.158812,-0.832086,-0.118285,-0.058605,0.27309,-0.147633,0.133057,-0.199236,0.066306,0.497407,-0.388225,-0.162249,-0.156361,-0.262368,-0.045927,-0.452878,-0.07956,-0.061333,-0.474114,-0.089084,-0.493249,-0.18468,-0.075188,-0.631111,-0.599194,-0.375439,-0.584626,-0.131045,0.338715,0.146829,0.268453,-0.130973,-0.391684,-0.505139,-0.688997,-0.545595,-0.135824,0.475436,0.395726,0.509125,0.622076,0.146849,0.360645,0.347457,0.13438,0.393151,0.465497,-0.494062,-0.665182,-0.06706,0.428779,0.617705,0.108576,-0.380538,0.148135,0.172442,-0.533944,-0.738118,-0.137676,0.362385,0.494739,0.081603,-0.823536,-0.416637,0.097251,-0.086902,0,-0.043328,-0.316781,02@11@02/07@11/04@11/04/02
-0.767411,-1.045439,-0.730596,-0.787684,-0.090479,-0.606658,-0.975937,-0.622417,-0.76288,-0.123365,-0.405869,0.679282,-0.422788,0.521371,-0.118285,-0.423269,-0.6986,-0.501478,-0.838803,-0.199236,-0.599219,-0.611827,-0.575507,-0.437464,-0.156361,-0.532166,-0.735142,-0.517482,-0.903841,-0.061333,-0.45711,-0.610558,-0.415946,-0.566713,-0.075188,-0.994253,-1.266974,-0.86203,-0.82416,-0.697108,-0.423612,-0.745066,-0.512386,-0.130973,-0.475971,-0.051251,-0.621887,-0.305602,-0.135824,0.46241,0.087913,0.571559,0.562945,0.419399,0.724257,0.533997,0.292454,0.281073,0.926307,-0.224151,-0.105787,-0.077103,-0.268328,-0.061967,-0.213442,-0.058909,-0.096878,0.645426,-0.235763,-0.207195,-0.156521,-0.262507,-0.274534,-0.250524,-1.412938,-0.092085,0.097251,-0.086902,0,-0.043328,-0.316781,01@02@01/05@01/20@02/01@01/05/02@01/20/15@01/05/02/07
-0.572869,-1.006362,-0.461091,-0.765794,-0.090479,-0.498134,-0.553116,0.010639,0.048565,-0.123365,-0.361759,0.097088,-0.222166,0.281616,-0.118285,-0.417891,-0.385532,-0.339617,-0.241913,-0.199236,-0.387386,-0.357885,-0.442748,-0.279215,-0.156361,-0.478865,-0.475719,-0.484201,0.077887,-0.061333,0.261544,0.200905,-0.250821,0.004982,-0.075188,-0.899547,-0.772145,-0.854307,-0.554684,-0.221631,-0.21087,-0.269004,-0.170769,-0.130973,-0.375808,0.011354,-0.200216,0.541431,-0.135824,0.110712,0.530395,0.446691,0.258844,0.288171,0.371034,0.247013,0.500823,0.378207,-0.390292,-0.553954,-0.435522,-0.39646,-0.070665,0.404286,0.737781,-0.155108,-0.292494,-0.878633,-0.601034,-0.472657,-0.401519,-0.163439,0.038873,0.726321,-0.319865,-0.21735,0.097251,-0.086902,0,-0.043328,-0.316781,01@01/07@01/20@01/07/01
-0.290783,-0.924656,-0.199034,-0.678234,-0.090479,0.047292,-1.157751,0.757961,-0.962008,-0.123365,-0.120264,0.097088,0.136521,0.103733,-0.118285,-0.158646,-0.432788,0.227344,-0.624535,-0.199236,-0.413568,-0.544814,-0.25287,-0.452945,-0.156361,-0.449911,-1.130086,-0.15205,-0.751024,-0.061333,-0.093159,-0.618189,0.887196,-0.477301,-0.075188,-1.000527,-1.278985,-0.896292,-0.735911,-0.150773,-0.323151,-0.132043,-0.359007,-0.130973,-0.266696,-0.155593,-0.343383,-0.249134,-0.135824,0.52754,0.453441,0.616155,0.537603,0.257888,0.771008,0.591394,0.213417,0.079333,-0.105029,-0.51163,-0.340579,-0.530027,-0.488766,-0.559944,-0.859595,-0.261159,-0.190076,-0.668418,-0.533944,-0.535862,-0.608824,-0.498747,-0.692411,-0.924547,-1.34864,-0.274289,0.097251,-0.086902,0,-0.043328,-0.316781,01@02@16@01/05@02/07@16/21@16/21/07
-0.620115,-0.882026,-0.472439,-0.608186,-0.090479,-0.60697,-0.510834,-0.591974,-0.220257,-0.123365,-0.424583,0.273709,-0.606185,0.065063,-0.118285,-0.497493,-0.291022,-0.56802,-0.433224,-0.199236,-0.355529,-0.110996,-0.339933,0.049323,-0.156361,-0.573952,-0.61511,-0.498557,0.045471,-0.061333,0.185174,0.106786,-0.065637,0.140455,-0.075188,-0.357299,0.111823,0.425049,0.939253,0.069452,0.078696,-0.381212,0.052328,-0.130973,-0.275933,0.146998,-0.344129,0.379083,-0.135824,0.468923,0.607348,0.526964,0.005427,0.30836,0.319089,0.620093,0.464898,0.393151,-0.763328,-0.209777,0.574211,-0.120286,-0.238231,-0.206168,0.136117,0.205928,-0.16406,-1.351617,-0.273036,0.538627,-0.194213,-0.300611,-0.274534,0.013224,-0.984282,0.169835,0.097251,-0.086902,0,-0.043328,-0.316781,14@20@14/01@20/01@20/03@20/09@20/01/01@20/09/04@20/01/01/01@20/01/01/01/01
-0.58607,-0.253245,-0.587687,-0.240436,-0.090479,-0.026617,0.723804,0.195384,0.516516,-0.123365,-0.264626,0.01859,-0.208994,0.382158,-0.118285,-0.392791,-0.660205,-0.492036,-0.624535,-0.199236,0.370965,1.05467,-0.069742,0.701238,-0.156361,-0.089961,0.120569,-0.335744,-0.149022,-0.061333,-0.41087,-0.185748,-0.496674,-0.490848,-0.075188,1.237777,0.097411,0.110558,-0.294663,-0.003822,1.036037,-0.163808,0.749505,-0.130973,-0.284015,0.00092,-0.240855,0.336731,-0.135824,-0.442888,-0.383426,0.303986,0.182819,0.520344,0.3087,0.333108,-0.066804,0.273601,-0.377126,-0.415006,-0.212277,-0.125307,0.166856,0.260084,0.336318,-0.170755,-0.228277,0.330103,-0.377399,-0.2704,-0.062292,0.118525,0.314292,0.218362,1.341179,-0.160411,0.097251,-0.086902,0,-0.043328,-0.316781,20@20/09@20/09/07@20/09/18
