@relation 'eisen.train'

@attribute "alpha_0" numeric 
@attribute "alpha_7" numeric 
@attribute "alpha_14" numeric 
@attribute "alpha_21" numeric 
@attribute "alpha_28" numeric 
@attribute "alpha_35" numeric 
@attribute "alpha_42" numeric 
@attribute "alpha_49" numeric 
@attribute "alpha_56" numeric 
@attribute "alpha_63" numeric 
@attribute "alpha_70" numeric 
@attribute "alpha_77" numeric 
@attribute "alpha_84" numeric 
@attribute "alpha_91" numeric 
@attribute "alpha_98" numeric 
@attribute "alpha_105" numeric 
@attribute "alpha_112" numeric 
@attribute "alpha_119" numeric 
@attribute "elu_0" numeric 
@attribute "elu_30" numeric 
@attribute "elu_60" numeric 
@attribute "elu_90" numeric 
@attribute "elu_120" numeric 
@attribute "elu_150" numeric 
@attribute "elu_180" numeric 
@attribute "elu_210" numeric 
@attribute "elu_240" numeric 
@attribute "elu_270" numeric 
@attribute "elu_300" numeric 
@attribute "elu_330" numeric 
@attribute "elu_360" numeric 
@attribute "elu_390" numeric 
@attribute "cdc15_10" numeric 
@attribute "cdc15_30" numeric 
@attribute "cdc15_50" numeric 
@attribute "cdc15_70" numeric 
@attribute "cdc15_90" numeric 
@attribute "cdc15_110" numeric 
@attribute "cdc15_130" numeric 
@attribute "cdc15_150" numeric 
@attribute "cdc15_170" numeric 
@attribute "cdc15_190" numeric 
@attribute "cdc15_210" numeric 
@attribute "cdc15_230" numeric 
@attribute "cdc15_250" numeric 
@attribute "cdc15_270" numeric 
@attribute "cdc15_290" numeric 
@attribute "spo_0" numeric 
@attribute "spo_2" numeric 
@attribute "spo_5" numeric 
@attribute "spo_7" numeric 
@attribute "spo_9" numeric 
@attribute "spo_11" numeric 
@attribute "spo5_2" numeric 
@attribute "spo5_7" numeric 
@attribute "spo5_11" numeric 
@attribute "spo__early" numeric 
@attribute "spo__mid" numeric 
@attribute "heat_0" numeric 
@attribute "heat_10" numeric 
@attribute "heat_20" numeric 
@attribute "heat_40" numeric 
@attribute "heat_80" numeric 
@attribute "heat_160" numeric 
@attribute "dtt_15" numeric 
@attribute "dtt_30" numeric 
@attribute "dtt_60" numeric 
@attribute "dtt_120" numeric 
@attribute "cold_0" numeric 
@attribute "cold_20" numeric 
@attribute "cold_40" numeric 
@attribute "cold_160" numeric 
@attribute "diau_540" numeric 
@attribute "diau_660" numeric 
@attribute "diau_780" numeric 
@attribute "diau_900" numeric 
@attribute "diau_1020" numeric 
@attribute "diau_1140" numeric 
@attribute "diau_1260" numeric 
@attribute class hierarchical 01,02,10,11,12,14,16,18,20,30,32,34,38,40,41,42,43,99,01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/20,02/01,02/04,02/07,02/08,02/10,02/11,02/13,02/16,02/19,02/25,02/45,10/01,10/03,11/02,11/04,11/06,12/01,12/04,12/07,12/10,14/01,14/04,14/07,14/10,14/13,16/01,16/02,16/03,16/06,16/07,16/09,16/11,16/13,16/17,16/19,16/21,18/01,18/02,20/01,20/03,20/09,30/01,30/05,32/01,32/05,32/07,34/01,34/07,34/11,38/07,40/01,40/10,40/20,41/01,42/01,42/02,42/03,42/04,42/07,42/08,42/09,42/10,42/16,42/19,42/22,42/25,42/29,43/01,01/01/03,01/01/05,01/01/06,01/01/09,01/01/11,01/01/13,01/02/02,01/02/03,01/02/07,01/03/01,01/03/04,01/03/07,01/03/10,01/03/13,01/03/16,01/04/04,01/05/02,01/05/03,01/05/05,01/05/06,01/05/09,01/05/11,01/05/13,01/05/25,01/06/02,01/06/05,01/06/06,01/06/10,01/07/01,01/07/03,01/07/04,01/07/07,01/20/05,01/20/15,01/20/17,01/20/19,01/20/31,01/20/37,02/01/03,02/07/01,02/11/05,02/13/01,02/13/03,02/16/01,02/16/03,02/16/11,02/16/13,02/45/11,02/45/15,10/01/02,10/01/03,10/01/05,10/01/09,10/01/11,10/03/01,10/03/02,10/03/03,10/03/04,10/03/05,11/02/01,11/02/02,11/02/03,11/04/01,11/04/02,11/04/03,11/06/01,11/06/02,11/06/03,12/01/01,12/04/01,12/04/02,12/04/03,14/07/01,14/07/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/13/01,14/13/04,16/03/01,16/03/03,16/13/01,16/13/03,16/17/07,16/17/09,16/19/03,16/19/05,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18/01/01,18/01/07,18/02/01,18/02/03,18/02/05,18/02/09,20/01/01,20/01/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03/01,20/03/02,20/03/22,20/03/25,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/13,20/09/14,20/09/16,20/09/18,30/01/05,30/01/09,30/05/01,30/05/02,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05/01,32/05/05,32/07/01,32/07/03,32/07/07,34/01/01,34/01/03,34/07/01,34/07/02,34/11/03,34/11/09,34/11/11,34/11/12,40/01/03,40/01/05,40/10/02,41/01/01,42/04/03,42/04/05,42/10/03,42/10/05,42/10/07,43/01/03,01/01/03/01,01/01/03/02,01/01/03/03,01/01/03/05,01/01/05/01,01/01/05/03,01/01/06/01,01/01/06/02,01/01/06/04,01/01/06/05,01/01/06/06,01/01/09/01,01/01/09/02,01/01/09/03,01/01/09/04,01/01/09/05,01/01/09/06,01/01/09/07,01/01/11/02,01/01/11/03,01/01/11/04,01/02/02/09,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07/01,01/02/07/03,01/03/01/01,01/03/01/03,01/03/04/01,01/03/04/03,01/03/16/01,01/03/16/03,01/05/02/04,01/05/02/07,01/05/03/02,01/05/03/03,01/05/05/04,01/05/05/07,01/05/06/07,01/05/09/04,01/05/09/07,01/05/11/04,01/05/13/01,01/05/13/03,01/06/02/01,01/06/02/02,01/06/06/09,01/06/06/11,01/20/15/03,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19/01,01/20/19/05,01/20/37/01,10/01/03/03,10/01/03/05,10/01/05/01,10/01/05/03,10/01/09/03,10/01/09/05,10/03/01/01,10/03/01/02,10/03/01/03,10/03/02/01,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05/01,10/03/05/03,11/02/03/01,11/02/03/04,11/04/03/01,11/04/03/03,11/04/03/05,11/04/03/11,14/07/02/01,14/07/02/02,14/07/11/01,14/13/01/01,14/13/04/02,18/02/01/01,18/02/01/02,20/01/01/01,20/01/01/07,20/01/03/01,20/01/03/03,20/03/01/01,20/03/01/05,20/03/02/02,20/03/02/03,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/14/02,20/09/16/09,20/09/18/09,30/01/05/01,30/01/05/05,30/01/05/07,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05/02/24,32/05/01/01,32/05/01/03,32/05/01/07,32/05/05/01,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,34/01/01/01,34/01/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/11/03/07,34/11/03/11,34/11/03/13,40/01/03/01,40/10/02/03,43/01/03/05,43/01/03/06,43/01/03/09,01/01/03/01/01,01/01/03/01/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03/01,01/01/03/03/02,01/01/03/05/01,01/01/03/05/02,01/01/05/01/01,01/01/05/01/02,01/01/06/01/01,01/01/06/01/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04/01,01/01/06/04/02,01/01/06/05/01,01/01/06/06/01,01/01/06/06/02,01/01/09/01/02,01/01/09/02/01,01/01/09/03/01,01/01/09/04/01,01/01/09/05/01,01/01/09/06/01,01/01/09/07/01,01/01/11/02/01,01/01/11/02/02,01/01/11/03/01,01/01/11/03/02,01/01/11/04/01,01/01/11/04/02,01/02/02/09/01,01/05/03/02/04,01/05/03/03/04,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/09,10/03/01/01/11,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04/01,11/02/03/04/03,11/04/03/01/10,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,20/01/01/01/01,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/03/02/02/01,20/03/02/03/01,20/09/16/09/03,20/09/18/09/01,30/01/05/01/03,30/01/05/05/01,32/05/01/03/03,40/10/02/03/02,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06/01/03,20/01/01/01/01/01

@data
-0.15996,-0.026793,-0.733975,-1.172382,-0.91186,-0.870418,-0.32448,-1.64935,-0.558138,0.041376,-0.904995,-1.037983,-0.554141,-0.944306,-1.028083,-1.991272,-1.318817,-0.899964,-0.040994,0.289845,0.340733,-0.528501,-0.40415,0.021662,0.173813,0.270288,-0.019518,0.284297,0.760914,-0.383751,0,1.357859,-0.304042,-0.624101,-0.934402,-0.786578,-0.452296,-0.576117,-0.619227,-0.181177,0.231284,-0.333396,-2.775364,-0.114239,-0.514609,-0.731969,-0.792155,0.278889,0.234642,-0.311325,-0.103379,0.238558,-0.020363,0.308311,0.456453,0.047706,0.017701,-0.165699,0.529942,-0.030129,-0.262457,-0.183023,0.256227,0.572458,1.881998,0.635201,1.715097,1.053084,-1.870105,-0.38259,-1.231103,-0.799887,0.817132,0.777271,2.718999,1.765399,0.950747,0.59074,0.379286,01@14@01/05@14/07@14/07/02@14/07/02/02
-0.097965,1.566793,1.206977,0.300721,-1.667601,-0.181414,-0.559762,0.960461,1.050106,2.830162,2.261302,1.98563,0.036815,1.919896,1.406171,2.6818,1.206466,2.320362,-0.185153,1.74726,-1.256441,-1.06358,-0.507258,-0.499446,0.399024,0.494809,0.133332,0.19768,0.729337,0.817656,0.939406,1.607671,-1.23456,-1.087782,-0.684252,0,-0.204149,-0.15983,-0.295516,-0.200332,1.263551,1.185754,0.803457,1.676421,1.156581,2.16321,2.389229,1.863462,-0.124599,-0.85806,-0.624411,-0.313206,-0.417248,1.100812,0.068102,0.851765,-0.282776,-0.655113,1.061817,0.321315,-0.575509,-0.05227,-1.336846,-0.30781,-0.081826,-3.06447,-0.308122,-0.537671,0.682161,-0.334284,-1.184021,-1.90367,0.777284,2.125296,2.249403,2.910706,3.057643,-0.14892,-0.52827,01@01/01@01/03@01/04@01/01/09@01/03/01@01/01/09/07@01/03/01/03@01/01/09/07/01
0.026026,0.238805,0.93926,-0.327159,0.403691,-0.750591,-0.000969,-0.666833,-0.315385,-0.523442,-0.189136,-0.426061,-1.145098,-0.16316,-0.257749,-0.078135,0,1.340263,1.054616,-0.438863,-0.237554,-0.146302,-0.275266,-0.921295,-0.107701,-0.262948,0.958722,0.659635,-0.660039,1.589989,1.342535,0.108796,0.645087,0.428098,0.412561,-0.582543,-0.363672,-0.878872,-0.23482,0.010373,-0.983148,3.544905,-0.694654,0.447537,-0.547377,-1.501001,-0.860206,-0.555096,-0.663462,-0.556798,-0.502837,-0.614168,-0.620778,-0.682315,0.216045,0.047706,-0.265101,0.270185,0.736782,0.50802,0.42385,1.226197,0.685131,0.050818,-1.041918,-0.284718,0.703488,0.248123,0.990677,-0.74489,0.212756,-0.220401,-0.298606,0.253038,1.685887,-0.725643,0.107989,1.001662,0.452308,14@16@20@42@14/04@16/01@20/01@20/09@42/04@20/01/10@20/09/16@20/09/18@42/04/03@20/09/18/09@20/09/18/09/01
0.542651,-0.595931,0.269966,-0.206413,0.291729,0.118153,0.057851,0.284981,0.2915,-0.664646,1.04985,0.6538,-0.84962,1.064355,0.913158,1.239106,0.164786,-0.199893,-0.213985,0,-0.127404,-0.222742,-0.275266,-0.549075,0.399024,-0.431339,0.744732,0.024447,-0.660039,0.073928,0.27543,-0.609415,0.29149,0.71344,-0.58804,-0.990614,-0.594094,-3.111687,-0.538299,1.197984,-0.355691,-2.478079,-0.881918,1.255089,-1.743425,-0.189123,-0.94527,0.529085,0.311623,-0.311325,-0.650462,-0.483751,-0.46813,0.688051,-0.690107,-0.423638,0.106076,-0.288053,1.209561,0.519002,0.014474,0.194706,1.195731,1.306015,-1.696525,-1.824581,-0.171944,-0.135191,0.541927,-2.097474,-0.195291,-1.324184,1.614087,2.612083,2.061564,1.536338,1.520848,-0.242845,0.191516,10@14@20@34@10/01@20/01@20/03@20/09@34/01@10/01/05@20/01/01@20/01/15@20/03/22@20/09/13@34/01/01@10/01/05/03@20/01/01/01@34/01/01/03@10/01/05/03/05
0.191346,-1.33581,0.136107,-0.206413,-0.352051,-0.271284,-0.000969,1.144683,-0.102975,-0.911754,-0.023938,0.149865,-1.22952,0.729579,-0.103683,1.866364,-0.34027,0.32516,0.477979,0.13044,2.075595,2.299772,-0.249489,-1.417587,-2.0783,-1.750398,-0.508638,-2.3142,-6.028082,-0.526775,2.385926,3.044094,0,0.214092,0.008472,0.177953,-1.090388,-0.992405,-0.801315,-1.158082,-1.509402,-0.726588,-0.694654,-0.307349,-1.251899,-0.23436,-1.506691,2.113657,-0.958553,-1.181638,-1.180179,0.649873,1.953884,1.298937,-0.116827,3.222352,-0.84838,-2.207473,1.120915,1.17796,1.555656,0.107538,0.685131,0.08342,-0.692793,-0.244721,-0.133036,-0.173523,1.046771,-0.23767,-0.540562,0.165923,1.614087,2.349967,1.717194,0.677358,-0.164668,1.905691,2.914185,01@02@01/01@01/05@02/07@01/05/02@01/05/02/04@01/05/02/07
0.067356,-0.425189,-0.354709,-0.423756,0.095796,-0.331197,0.440183,-0.206278,-0.315385,0.041376,-0.464467,-0.642034,-0.216452,0.617986,-0.257749,-0.046772,0.006956,0.570185,-1.626745,0.380933,-1.201366,-1.955377,-2.69829,-1.96351,0.004904,0.494809,2.150952,-0.062169,0.634607,1.332544,1.247681,-1.577439,-0.341262,-0.695436,-0.472586,-1.250295,-1.037214,-0.367973,-1.06433,1.044744,-0.983148,-1.977653,-0.091248,0.131538,-1.53043,-0.754587,-0.826181,0.654183,1.030106,-1.349006,-1.440695,-2.098914,-1.933551,4.287325,-0.893529,-1.019751,0.008863,-1.029821,0.500393,-0.161921,0.472012,1.632982,-0.131829,0.653964,-1.129199,-0.184726,-0.424846,-0.825157,0.233411,0.511082,0.244144,-0.220401,-2.211299,-1.769,2.906838,0.16197,0.132776,1.600435,4.24944,01@20@01/05@20/01@20/03@20/09@01/05/25@20/01/03@20/03/02@20/09/04@20/01/03/03@20/03/02/03
-0.800575,-0.501074,-0.064681,-0.955039,-0.492003,-0.630764,-0.412711,-1.035277,-0.922269,-1.12356,-0.739797,-1.901872,-1.060676,-1.688255,-0.103683,-1.301288,-0.150874,-1.144989,1.242022,0.768059,0.891483,0.439737,0.034056,0.592399,0.708689,0.803525,1.050432,0.688508,-0.407425,1.218125,0.797126,0.202476,0.738139,0.071421,0.393318,-0.656738,-0.647269,-0.613962,1.181417,0.853194,-0.881945,-2.245738,-0.590618,1.729087,-1.284667,0.693002,-0.4519,-0.638495,0.350113,0.190778,0.122402,-0.14266,-0.437601,0.522947,0.327003,-0.659311,-1.069319,-0.968644,0.323101,0.50802,-0.069809,-0.400943,-0.172678,-0.128496,-0.365489,-0.244721,-0.599932,0.363118,0.009036,-0.406743,-0.415009,-0.565333,-0.736931,-0.870316,-0.756014,0.791888,2.140523,2.105282,2.747278,02@20@02/11@02/13@20/01@02/13/03@20/01/15
-0.57326,-0.083707,-2.027943,0.059229,-2.003487,0.148109,-1.147964,-0.451907,-1.438122,0.394387,-1.262924,-0.426061,-0.84962,-1.427873,-2.229803,-0.611305,-1.318817,-0.16489,1.35735,2.931409,1.414695,-0.528501,-2.311637,-2.037954,-1.402666,1.168371,2.334372,2.074373,1.171411,1.904643,2.030224,1.045593,-0.825132,-0.267423,-0.626525,-0.304313,-0.221874,-0.103063,-0.477603,-0.717517,0,-0.1368,-0.340933,0.254426,-1.251899,-1.18434,-0.63904,1.196273,-3.421925,-2.877632,-1.492798,-1.818016,-0.854838,-0.352106,1.214662,2.127168,-1.369796,-2.314532,0.825428,0.09068,0.267324,0.616019,0.664707,-0.633835,-0.278208,-0.324714,-0.269214,0.075632,0.149271,0.293702,-0.995691,-1.048238,-0.298606,-0.68309,0.87192,0.305133,-0.06552,0.473334,4.395484,01@02@01/04@01/05@02/01
-1.358531,0.219834,-0.24316,-0.013219,-0.128127,0.058239,-1.206785,0.346388,0.230812,-0.982356,-0.684731,-1.037983,-0.722986,-0.31195,0.050384,0.7373,-0.403402,0.115139,-1.251931,3.341307,1.69007,1.637294,-1.770323,-0.970924,1.72214,3.245187,5.330232,3.171516,1.550332,3.277679,4.06958,3.137773,0.347321,0.017919,-0.010771,-0.545445,0.380768,0.861967,0.190051,0.546714,0.130081,0.971286,0.366508,-0.061572,0.976355,1.416797,0.364712,2.280454,1.119917,-1.650268,-0.181533,0.158302,0.702171,3.874565,2.971489,3.402572,-0.247426,-2.712181,0.027615,0.595881,0.965672,1.124501,-1.071334,0.816977,-0.649153,-1.224634,-0.483208,0.458947,-0.804324,0.728462,0.871909,1.421475,0.657741,0.590045,1.247597,0.791888,0.18235,0.625962,4.207713,01@02@01/05@02/04
-0.800575,-1.601408,0.359205,-1.027487,0.99149,-0.870418,1.087206,-2.017794,-0.072631,-2.959217,0.113727,0.509819,0.669983,-2.469401,-0.504256,-0.45449,-2.581459,-1.600035,-0.271649,-1.395292,-1.339053,-2.108257,-2.182753,-1.467217,-2.134602,-0.571664,0.744732,0.688508,0.097803,0.932076,1.176541,2.013617,-0.415704,-0.855941,-1.973488,-0.990614,-0.789067,-1.219471,0.473299,0.163613,0.514652,-1.11978,-0.028827,-2.185787,-1.202746,-0.799824,-0.570989,-1.889473,0.003701,-2.074266,-1.979095,-1.296349,-0.488483,3.395762,-0.727093,1.794454,0.044213,-1.442764,0.648136,1.199925,1.049955,1.008276,2.380324,0.148625,-1.2383,-0.904662,-0.171944,0.746432,-1.056746,-0.865656,-0.509173,-0.772293,-0.816627,-1.918781,0.496243,1.13548,1.768718,0.672924,0.880007,01@14@01/02@14/13@14/13/01@14/13/04
-0.0773,0.106006,0.225346,0.300721,0.179768,-0.211371,-0.824453,-0.72824,0.018402,-0.770549,-0.189136,-0.498052,-0.385296,-0.386344,-0.288563,0.047316,-1.508213,-0.339907,0.823961,1.155185,1.084246,0.490697,-1.203233,-0.549075,0.089358,0.017703,0.133332,0.45753,-0.028504,0.646026,1.223968,0.545968,0.570646,0.071421,-0.049255,-0.712384,-0.753617,0.483524,-0.396676,0.431783,-0.436653,-1.262759,-0.236898,0.377315,-1.677888,-1.093866,-1.183448,1.196273,1.042936,-0.188589,-0.728617,-0.483751,0.213697,1.596125,-1.263387,0.38042,0.733543,-0.395112,0.323101,1.276804,1.627899,1.226197,0.705555,0.001914,0.485501,-0.324714,0,0,0.093177,0.559389,-0.054044,0.538449,0.617893,1.78829,1.936339,2.023093,1.000321,1.236475,1.380728,14@14/07@14/13@14/07/11@14/13/04
0.377331,-0.595931,-0.399328,-0.133965,0.123787,-0.870418,0.616644,-0.451907,-0.406417,-0.452839,-0.602132,-0.390066,-0.216452,-0.535134,-0.350189,-0.768119,-0.056176,-0.969971,0.881625,0.380933,-0.044791,-0.7833,-0.378373,-1.293514,-0.417367,-1.132966,0.714162,0.428658,-0.975806,0.646026,1.247681,-0.234696,1.389502,0.838277,0.932103,0.233599,0.558016,0.124003,-0.072964,0,-0.67954,0.077668,0.033595,0.219315,0.730591,0.150156,0.773018,-2.181368,-1.433266,-1.270901,-0.198901,-0.112564,-0.366365,-0.220023,1.676985,0.948807,-1.413984,-1.182762,0.086712,0.497037,0.086717,0.339987,0.807675,-0.813149,-0.518231,0.335227,0.547855,0.612272,0.149271,-0.213517,-0.509173,-0.841279,-1.334648,-0.945206,-1.006465,-0.668378,0.405433,0.461593,0.514898,10@16@32@10/01@16/03@32/01@10/01/05@16/03/01@32/01/09@10/01/05/01
0.459991,0.068064,-0.24316,0.059229,-0.212099,-0.480981,-0.26566,-0.175574,0,-0.699947,-0.271735,-0.75002,0.079027,-0.869911,-0.165309,0.015953,-0.687497,-0.619936,0.72305,-0.30223,0.258121,0.006578,-0.842357,-0.176855,-0.727032,-2.508155,-0.355788,-1.101568,-0.502155,-0.412356,-0.103985,-0.453282,0.310101,0.16059,0.451045,0.140856,0.416218,0.313225,0.028196,-0.621742,-0.436653,0.363626,-0.028827,-0.395127,0.304602,-0.166504,0.381725,-0.3466,-0.573652,-0.400588,0.217925,0.108142,0.183168,-0.038408,0.900283,0.96267,-0.618604,-0.540407,1.061817,-0.128973,0.183041,-0.008686,-0.356494,0.442048,-0.845535,0.475215,-0.016311,-0.077694,-0.636042,0.293702,-0.069738,-0.165212,0.219415,0.777271,0.52755,0.219235,0.058415,0.355927,0.087199,01@14@42@01/05@14/07@42/01@14/07/02@14/07/02/02
0.604646,0.656173,0.336895,-0.158114,0.515653,0.028283,0.263722,-0.451907,-0.011942,0.217881,-0.189136,-0.642034,0.374505,0.394802,-0.042056,-0.203587,0.006956,-0.829957,0.636554,-0.142825,0.175508,-0.83426,-0.739249,-0.425002,-0.839638,-0.515534,-0.355788,-1.101568,0,-0.240726,0.228003,-0.828001,0.030945,-0.374426,0.797407,0.011015,0.043998,-0.708572,-0.0325,-1.138927,-0.375932,0.435115,-0.070441,0.412426,0,-0.008174,1.147298,-0.471698,0.042191,0,0,0.338879,-0.142481,0.308311,0.826311,0.546777,-0.530228,-0.494524,0.382199,-0.085042,-0.021647,-0.110383,-0.724126,0.262734,-0.496411,0,-1.105737,0.0373,-0.131198,-0.334284,0.322615,-0.399766,-0.537692,-0.870316,-0.380336,1.078215,0.331072,0.578999,0.066336,10@20@42@10/03@20/09@42/04@10/03/05@20/09/14@42/04/03@42/04/05@10/03/05/03
-1.255206,-1.013298,-1.492508,-0.689397,-1.303726,-0.211371,-1.030324,-1.526535,-1.195368,-0.594044,-1.455655,-0.210089,-1.22952,-1.204688,-1.521096,-1.364014,-0.971591,-0.969971,0.939288,-0.507179,1.332083,0.083018,0,-0.052782,-0.192156,0.326419,-0.569778,-0.148786,0.31884,-0.326541,0.13315,0.577195,1.687268,1.391128,0.893619,0.419086,0.64664,0.559213,0.59469,-0.257797,0.251525,0.721073,0.366508,0.500203,0.861665,0.285868,0.330686,-0.429998,-0.689122,-0.478693,-0.78072,0.248591,0.29511,-0.401637,-0.893529,0.78245,-0.424177,-0.418053,-0.386066,-0.28273,0.303446,-0.110383,0.011139,0.474651,-0.125467,1.195151,0.294953,0.458947,-0.860417,0.704308,-0.195291,0.276301,0,0.028368,0.43363,0.219235,-0.164668,0.942959,0.46274,01@02@11@01/05@02/01@11/02@01/05/25@02/01/03@11/02/03@11/02/03/04@11/02/03/04/01
-0.759245,-0.254448,-0.466258,-0.544502,0.739576,-0.211371,1.087206,-0.72824,0.443222,-1.229463,-1.345523,-0.822011,0.079027,-0.535134,0.081197,-0.893571,-1.634478,-1.985074,-0.790622,2.544284,-1.394128,-0.018902,0.034056,-1.243885,-0.107701,-0.206818,0.683592,-0.235402,-0.502155,1.361149,-0.222552,0.421062,-0.918184,-1.176951,0.104683,0.734413,1.550603,1.637776,1.221881,0.508404,0.514652,0.828307,0.865879,-1.290457,1.041892,1.190611,1.504566,-1.806074,0.799165,-0.735324,-0.528888,-1.165932,-0.915898,2.058417,-0.394221,-0.839531,-0.229751,-0.517465,0.086712,0.815533,0.640579,2.504664,2.441596,-0.30781,-0.518231,-1.104645,-0.561024,-1.074312,0.990677,0.945841,0.401086,0.386679,-1.015865,0.402819,-0.505562,-0.725643,-0.288603,0.238521,-0.027549,20@20/01@20/09@20/01/01@20/01/03@20/09/04@20/01/01/07@20/01/03/03@20/01/01/07/07
-0.945231,-0.425189,-1.33634,-0.496204,-1.051812,-0.810504,-1.353835,-1.710757,-1.256056,-0.452839,-1.345523,-0.246085,-1.313943,-0.869911,-1.120523,-0.45449,-1.634478,-1.039978,-0.213985,-0.051737,2.075595,0.821936,-0.455704,-0.474631,0.173813,0.915785,1.203282,1.179335,0.066226,1.160915,0,1.357859,0.179828,0.124922,0,0.882803,0.64664,-0.25444,0.088891,-0.411037,0.534892,0.435115,-0.00802,-1.553789,0.14076,-0.347453,-0.383849,-0.721893,0,0.012253,-0.372579,-0.503815,-0.569896,0.721072,-0.153813,-0.908846,1.042858,0.331362,0.441296,1.035186,0.339567,1.386005,1.154883,-0.193701,-0.169107,-0.504698,0.333861,0.133129,0.569974,-0.841503,0.024427,0.455665,0.617893,-0.68309,-0.943852,0.076072,0.058415,-0.348511,0.504466,42@42/01
-0.800575,-0.72873,-1.715606,-0.689397,-1.219754,-1.349725,-0.765633,0,0.018402,-0.841151,-0.244202,0.041879,-1.060676,-0.721121,-0.71995,0.423671,-2.1711,-0.374911,-0.156321,1.473994,1.524845,0.439737,-0.687696,-1.094997,-0.783335,-0.206818,1.814682,1.525801,0.792491,1.561384,1.508529,1.857484,-1.19734,-1.444459,-2.165911,-1.380136,-0.877691,-0.746417,-0.619227,-1.311322,-1.104591,-0.154673,-0.070441,0.921535,0.320986,-0.053411,0.075495,0.737581,-0.060449,-0.456377,-0.44205,-0.313206,-0.122128,0.853156,0.160567,0.311105,0.27399,-0.150405,0.086712,0.464089,0.472012,0.935636,0.971067,-0.601233,-0.649153,-0.804671,0.042051,0,-0.159245,-1.179649,-0.854444,0,0.657741,0.028368,-0.599481,0.534194,0.207137,-0.172401,-0.142298,14@16@18@32@14/07@14/10@14/13@16/01@16/19@18/02@32/01@14/07/05@14/13/01@16/19/03@18/02/01@14/13/01/01@18/02/01/01
-1.689171,-0.918442,-1.670987,-0.278861,-0.547984,0.627416,0.116672,1.052572,1.323205,2.900764,2.068571,2.669542,3.160444,2.849832,2.053251,2.117268,2.405975,2.985429,0.737465,3.500712,2.874182,0.821936,1.709551,1.609799,1.862897,1.056111,0.561312,1.323696,1.424025,-0.412356,-0.222552,1.045593,-1.048457,-1.301788,-1.800307,-1.064808,1.001135,2.640651,1.666984,1.197984,0.959943,0.274264,2.800939,2.325974,0.95997,0.308486,0.330686,1.36307,0.273132,-0.824586,-0.971766,-0.875002,-0.671661,1.364979,-0.690107,-0.298871,-0.547903,-1.305116,0.323101,0.057732,0.171,0.499795,1.379547,1.338617,2.143841,-1.824581,-0.911197,-0.384346,0.289505,0.945841,-0.917221,0.524652,0.817132,0.365374,-1.789125,-1.269664,-2.147629,-1.686943,-0.997696,20@34@20/01@34/01@20/01/01@34/01/01@20/01/01/01@34/01/01/01@20/01/01/01/01@20/01/01/01/01/01
1.906543,0.01115,0.292276,0.662959,2.279051,2.784297,4.292912,3.846605,5.237612,6.183765,5.537732,6.521049,6.790606,5.453652,6.182239,5.692638,7.046182,6.205756,0.694218,2.954182,-1.091216,-1.01262,-0.790803,-0.598704,0.004904,0,0.469602,0.630763,-0.344272,0.846261,-0.62568,-1.171493,-2.965325,-3.638027,-4.147871,-1.676915,1.905099,3.851669,2.496495,0.431783,0.595614,3.187458,4.319857,1.711532,2.024944,1.575127,1.844821,0.028694,-0.637802,-2.464791,-2.222243,-1.878209,-1.811432,2.768366,-1.02298,0.42201,-1.882375,-3.323948,-0.238323,-0.008164,-0.491226,-0.589808,-0.805822,-1.399994,0.201837,-1.564604,-1.55318,-2.74173,1.663802,-2.58054,-1.482209,-0.592928,0.817132,-0.645645,-1.037771,-1.699154,-1.577528,-1.839572,-1.675755,01@20@32@34@01/20@20/01@20/09@32/05@34/01@01/20/19@20/01/01@20/09/18@32/05/01@34/01/01@01/20/19/01@20/01/01/01@32/05/01/03@34/01/01/01@20/01/01/01/01@32/05/01/03/03@20/01/01/01/01/01
